#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
0.76025,1.41732,8.97132
0.7605,1.41732,8.97132
0.76075,1.41732,8.97132
0.761,1.41732,8.97132
0.76125,1.41766,8.97132
0.7615,1.41732,8.97132
0.76175,1.41766,8.97507
0.762,1.41732,8.97507
0.76225,1.41732,8.97507
0.7625,1.41766,8.97507
0.76275,1.41732,8.97507
0.763,1.41732,8.97507
0.76325,1.41766,8.97883
0.7635,1.41732,8.97507
0.76375,1.41766,8.97883
0.764,1.41766,8.97883
0.76425,1.41766,8.97883
0.7645,1.41766,8.97883
0.76475,1.41766,8.97883
0.765,1.41766,8.97883
0.76525,1.41766,8.97883
0.7655,1.41766,8.98259
0.76575,1.41766,8.98259
0.766,1.41766,8.98259
0.76625,1.41766,8.98259
0.7665,1.41766,8.98259
0.76675,1.41766,8.98259
0.767,1.41766,8.98259
0.76725,1.41766,8.98634
0.7675,1.41766,8.98634
0.76775,1.41766,8.98634
0.768,1.41766,8.98634
0.76825,1.41766,8.98634
0.7685,1.41766,8.98634
0.76875,1.41766,8.98634
0.769,1.41766,8.9901
0.76925,1.41766,8.9901
0.7695,1.41766,8.9901
0.76975,1.41766,8.9901
0.77,1.41766,8.9901
0.77025,1.41766,8.9901
0.7705,1.41766,8.9901
0.77075,1.41766,8.9901
0.771,1.41766,8.99386
0.77125,1.41766,8.99386
0.7715,1.41766,8.99386
0.77175,1.41766,8.99386
0.772,1.41766,8.99386
0.77225,1.41766,8.99386
0.7725,1.41766,8.99386
0.77275,1.41766,8.99761
0.773,1.41766,8.99761
0.77325,1.41766,8.99761
0.7735,1.41766,8.99761
0.77375,1.41766,8.99761
0.774,1.41766,8.99761
0.77425,1.41766,8.99761
0.7745,1.41766,8.99761
0.77475,1.41766,8.99761
0.775,1.41766,9.00137
0.77525,1.41766,9.00137
0.7755,1.41766,9.00137
0.77575,1.41766,9.00137
0.776,1.41766,9.00137
0.77625,1.41766,9.00137
0.7765,1.41766,9.00137
0.77675,1.41766,9.00513
0.777,1.41766,9.00513
0.77725,1.41766,9.00513
0.7775,1.41766,9.00513
0.77775,1.41766,9.00513
0.778,1.41766,9.00513
0.77825,1.41766,9.00888
0.7785,1.41766,9.00888
0.77875,1.41766,9.00888
0.779,1.41766,9.00888
0.77925,1.41766,9.00888
0.7795,1.41766,9.00888
0.77975,1.41766,9.00888
0.78,1.41766,9.01264
0.78025,1.41766,9.01264
0.7805,1.41766,9.01264
0.78075,1.41766,9.01264
0.781,1.41766,9.01264
0.78125,1.41766,9.01264
0.7815,1.41766,9.01264
0.78175,1.41766,9.01264
0.782,1.41766,9.0164
0.78225,1.41766,9.0164
0.7825,1.41766,9.0164
0.78275,1.418,9.0164
0.783,1.41766,9.0164
0.78325,1.41766,9.0164
0.7835,1.41766,9.0164
0.78375,1.418,9.02015
0.784,1.418,9.0164
0.78425,1.418,9.02015
0.7845,1.418,9.02015
0.78475,1.41766,9.02015
0.785,1.41766,9.02015
0.78525,1.41766,9.02015
0.7855,1.41766,9.02015
0.78575,1.41766,9.02015
0.786,1.418,9.02015
0.78625,1.418,9.02391
0.7865,1.418,9.02391
0.78675,1.418,9.02391
0.787,1.418,9.02391
0.78725,1.418,9.02391
0.7875,1.418,9.02391
0.78775,1.418,9.02767
0.788,1.41766,9.02767
0.78825,1.418,9.02767
0.7885,1.418,9.02767
0.78875,1.418,9.02767
0.789,1.418,9.02767
0.78925,1.418,9.02767
0.7895,1.418,9.02767
0.78975,1.41766,9.03142
0.79,1.418,9.02767
0.79025,1.41766,9.03142
0.7905,1.418,9.03142
0.79075,1.418,9.03142
0.791,1.418,9.03142
0.79125,1.418,9.03142
0.7915,1.418,9.03518
0.79175,1.418,9.03142
0.792,1.418,9.03518
0.79225,1.41766,9.03518
0.7925,1.418,9.03518
0.79275,1.418,9.03518
0.793,1.418,9.03518
0.79325,1.418,9.03518
0.7935,1.418,9.03518
0.79375,1.418,9.03518
0.794,1.418,9.03894
0.79425,1.418,9.03894
0.7945,1.418,9.03894
0.79475,1.418,9.03894
0.795,1.41766,9.03894
0.79525,1.418,9.03894
0.7955,1.418,9.03894
0.79575,1.418,9.04269
0.796,1.418,9.04269
0.79625,1.418,9.04269
0.7965,1.418,9.04269
0.79675,1.418,9.04269
0.797,1.418,9.04269
0.79725,1.418,9.04269
0.7975,1.418,9.04645
0.79775,1.418,9.04645
0.798,1.418,9.04645
0.79825,1.418,9.04645
0.7985,1.418,9.04645
0.79875,1.418,9.04645
0.799,1.418,9.04645
0.79925,1.418,9.04645
0.7995,1.418,9.04645
0.79975,1.418,9.05021
0.8,1.418,9.05021
0.80025,1.418,9.05021
0.8005,1.418,9.05021
0.80075,1.418,9.05021
0.801,1.418,9.05021
0.80125,1.418,9.05396
0.8015,1.418,9.05396
0.80175,1.418,9.05396
0.802,1.418,9.05396
0.80225,1.418,9.05396
0.8025,1.418,9.05396
0.80275,1.418,9.05396
0.803,1.418,9.05396
0.80325,1.418,9.05396
0.8035,1.418,9.05396
0.80375,1.418,9.05772
0.804,1.418,9.05772
0.80425,1.418,9.05772
0.8045,1.418,9.05772
0.80475,1.418,9.05772
0.805,1.418,9.06148
0.80525,1.418,9.05772
0.8055,1.418,9.05772
0.80575,1.418,9.06148
0.806,1.418,9.06148
0.80625,1.418,9.06148
0.8065,1.418,9.06148
0.80675,1.41833,9.06148
0.807,1.418,9.06148
0.80725,1.418,9.06148
0.8075,1.418,9.06148
0.80775,1.418,9.06523
0.808,1.418,9.06523
0.80825,1.418,9.06523
0.8085,1.418,9.06523
0.80875,1.418,9.06523
0.809,1.418,9.06523
0.80925,1.418,9.06523
0.8095,1.418,9.06523
0.80975,1.418,9.06523
0.81,1.41833,9.06899
0.81025,1.418,9.06899
0.8105,1.418,9.06899
0.81075,1.418,9.06899
0.811,1.418,9.06899
0.81125,1.418,9.06899
0.8115,1.418,9.06899
0.81175,1.41833,9.06899
0.812,1.41833,9.07274
0.81225,1.418,9.07274
0.8125,1.418,9.07274
0.81275,1.418,9.07274
0.813,1.418,9.07274
0.81325,1.41833,9.07274
0.8135,1.41833,9.07274
0.81375,1.41833,9.0765
0.814,1.41833,9.0765
0.81425,1.41833,9.0765
0.8145,1.41833,9.0765
0.81475,1.418,9.0765
0.815,1.418,9.0765
0.81525,1.418,9.08026
0.8155,1.418,9.0765
0.81575,1.418,9.08026
0.816,1.418,9.08026
0.81625,1.41833,9.08026
0.8165,1.41833,9.08026
0.81675,1.41833,9.08026
0.817,1.41833,9.08401
0.81725,1.418,9.08026
0.8175,1.41833,9.08026
0.81775,1.41833,9.08401
0.818,1.41833,9.08401
0.81825,1.41833,9.08401
0.8185,1.418,9.08401
0.81875,1.41833,9.08401
0.819,1.418,9.08401
0.81925,1.41833,9.08401
0.8195,1.418,9.08401
0.81975,1.418,9.08401
0.82,1.41833,9.08777
0.82025,1.41833,9.08777
0.8205,1.41833,9.08777
0.82075,1.41833,9.08777
0.821,1.41833,9.08777
0.82125,1.41833,9.09153
0.8215,1.41833,9.08777
0.82175,1.41833,9.09153
0.822,1.41833,9.09153
0.82225,1.41833,9.09153
0.8225,1.41833,9.09153
0.82275,1.418,9.09153
0.823,1.41833,9.09153
0.82325,1.41833,9.09153
0.8235,1.41833,9.09153
0.82375,1.41833,9.09528
0.824,1.41833,9.09528
0.82425,1.41833,9.09528
0.8245,1.41833,9.09528
0.82475,1.41833,9.09528
0.825,1.41833,9.09528
0.82525,1.41833,9.09904
0.8255,1.41833,9.09904
0.82575,1.41833,9.09528
0.826,1.41833,9.09904
0.82625,1.41833,9.09904
0.8265,1.41833,9.09904
0.82675,1.418,9.09904
0.827,1.41833,9.09904
0.82725,1.41833,9.09904
0.8275,1.41833,9.1028
0.82775,1.41833,9.1028
0.828,1.41833,9.1028
0.82825,1.41833,9.1028
0.8285,1.41833,9.1028
0.82875,1.41833,9.1028
0.829,1.41833,9.1028
0.82925,1.41833,9.1028
0.8295,1.418,9.1028
0.82975,1.41833,9.10655
0.83,1.41833,9.10655
0.83025,1.41833,9.10655
0.8305,1.418,9.10655
0.83075,1.41833,9.10655
0.831,1.41833,9.10655
0.83125,1.41833,9.10655
0.8315,1.41833,9.10655
0.83175,1.41833,9.10655
0.832,1.41833,9.11031
0.83225,1.41833,9.11031
0.8325,1.41833,9.11031
0.83275,1.41833,9.11031
0.833,1.41833,9.11031
0.83325,1.41833,9.11031
0.8335,1.41833,9.11031
0.83375,1.41833,9.11031
0.834,1.41833,9.11407
0.83425,1.41833,9.11407
0.8345,1.41833,9.11407
0.83475,1.41833,9.11407
0.835,1.41833,9.11407
0.83525,1.41833,9.11407
0.8355,1.41833,9.11407
0.83575,1.41833,9.11782
0.836,1.41833,9.11782
0.83625,1.41833,9.11782
0.8365,1.41833,9.11782
0.83675,1.41833,9.11782
0.837,1.41833,9.11782
0.83725,1.41833,9.11782
0.8375,1.41833,9.11782
0.83775,1.41833,9.11782
0.838,1.41833,9.11782
0.83825,1.41833,9.11782
0.8385,1.41833,9.12158
0.83875,1.41833,9.12158
0.839,1.41833,9.12158
0.83925,1.41833,9.12158
0.8395,1.41833,9.12158
0.83975,1.41833,9.12158
0.84,1.41833,9.12158
0.84025,1.41833,9.12534
0.8405,1.41833,9.12534
0.84075,1.41833,9.12534
0.841,1.41833,9.12534
0.84125,1.41833,9.12534
0.8415,1.41833,9.12534
0.84175,1.41833,9.12534
0.842,1.41867,9.12909
0.84225,1.41833,9.12534
0.8425,1.41833,9.12909
0.84275,1.41833,9.12909
0.843,1.41833,9.12909
0.84325,1.41833,9.12909
0.8435,1.41867,9.12909
0.84375,1.41833,9.12909
0.844,1.41833,9.12909
0.84425,1.41833,9.12909
0.8445,1.41833,9.13285
0.84475,1.41833,9.12909
0.845,1.41833,9.13285
0.84525,1.41833,9.13285
0.8455,1.41833,9.13285
0.84575,1.41833,9.13285
0.846,1.41867,9.13285
0.84625,1.41867,9.13285
0.8465,1.41867,9.13285
0.84675,1.41867,9.13661
0.847,1.41867,9.13661
0.84725,1.41833,9.13661
0.8475,1.41833,9.13661
0.84775,1.41867,9.13661
0.848,1.41867,9.13661
0.84825,1.41867,9.13661
0.8485,1.41833,9.13661
0.84875,1.41833,9.13661
0.849,1.41867,9.14036
0.84925,1.41867,9.14036
0.8495,1.41867,9.14036
0.84975,1.41833,9.14036
0.85,1.41833,9.14036
0.85025,1.41867,9.14036
0.8505,1.41867,9.14036
0.85075,1.41867,9.14036
0.851,1.41867,9.14412
0.85125,1.41867,9.14412
0.8515,1.41867,9.14412
0.85175,1.41867,9.14412
0.852,1.41867,9.14412
0.85225,1.41867,9.14412
0.8525,1.41867,9.14412
0.85275,1.41867,9.14788
0.853,1.41867,9.14788
0.85325,1.41867,9.14788
0.8535,1.41867,9.14788
0.85375,1.41867,9.14788
0.854,1.41867,9.14788
0.85425,1.41867,9.14788
0.8545,1.41867,9.14788
0.85475,1.41867,9.15163
0.855,1.41867,9.15163
0.85525,1.41867,9.15163
0.8555,1.41867,9.15163
0.85575,1.41867,9.15163
0.856,1.41867,9.15163
0.85625,1.41867,9.15163
0.8565,1.41867,9.15163
0.85675,1.41867,9.15539
0.857,1.41867,9.15539
0.85725,1.41867,9.15539
0.8575,1.41867,9.15539
0.85775,1.41867,9.15539
0.858,1.41867,9.15539
0.85825,1.41867,9.15539
0.8585,1.41867,9.15539
0.85875,1.41867,9.15539
0.859,1.41867,9.15915
0.85925,1.41867,9.15915
0.8595,1.41867,9.15915
0.85975,1.41867,9.15915
0.86,1.41867,9.15915
0.86025,1.41867,9.15915
0.8605,1.41867,9.15915
0.86075,1.41867,9.1629
0.861,1.41867,9.1629
0.86125,1.41867,9.15915
0.8615,1.41867,9.1629
0.86175,1.41867,9.1629
0.862,1.41867,9.1629
0.86225,1.41867,9.1629
0.8625,1.41867,9.1629
0.86275,1.41867,9.1629
0.863,1.41867,9.1629
0.86325,1.419,9.16666
0.8635,1.41867,9.16666
0.86375,1.41867,9.16666
0.864,1.41867,9.16666
0.86425,1.41867,9.16666
0.8645,1.41867,9.16666
0.86475,1.41867,9.16666
0.865,1.41867,9.17042
0.86525,1.41867,9.17042
0.8655,1.41867,9.17042
0.86575,1.41867,9.17042
0.866,1.41867,9.17042
0.86625,1.41867,9.17042
0.8665,1.41867,9.17042
0.86675,1.41867,9.17042
0.867,1.41867,9.17042
0.86725,1.41867,9.17042
0.8675,1.41867,9.17042
0.86775,1.41867,9.17417
0.868,1.41867,9.17417
0.86825,1.41867,9.17417
0.8685,1.41867,9.17417
0.86875,1.41867,9.17417
0.869,1.41867,9.17793
0.86925,1.41867,9.17793
0.8695,1.41867,9.17793
0.86975,1.41867,9.17793
0.87,1.41867,9.17793
0.87025,1.41867,9.17793
0.8705,1.41867,9.17793
0.87075,1.41867,9.17793
0.871,1.41867,9.17793
0.87125,1.41867,9.17793
0.8715,1.41867,9.18169
0.87175,1.41867,9.18169
0.872,1.41867,9.18169
0.87225,1.41867,9.18169
0.8725,1.41867,9.18169
0.87275,1.41867,9.18169
0.873,1.41867,9.18169
0.87325,1.41867,9.18169
0.8735,1.41867,9.18544
0.87375,1.41867,9.18544
0.874,1.41867,9.18544
0.87425,1.41867,9.18544
0.8745,1.419,9.18544
0.87475,1.419,9.18544
0.875,1.41867,9.18544
0.87525,1.41867,9.18544
0.8755,1.41867,9.18544
0.87575,1.41867,9.18544
0.876,1.41867,9.18544
0.87625,1.419,9.1892
0.8765,1.41867,9.1892
0.87675,1.419,9.1892
0.877,1.419,9.1892
0.87725,1.41867,9.1892
0.8775,1.419,9.1892
0.87775,1.419,9.19296
0.878,1.419,9.1892
0.87825,1.41867,9.19296
0.8785,1.41867,9.19296
0.87875,1.41867,9.19296
0.879,1.41867,9.19296
0.87925,1.41867,9.19296
0.8795,1.419,9.19296
0.87975,1.41867,9.19296
0.88,1.41867,9.19296
0.88025,1.41867,9.19671
0.8805,1.41867,9.19671
0.88075,1.41867,9.19671
0.881,1.419,9.19671
0.88125,1.41867,9.19671
0.8815,1.419,9.19671
0.88175,1.419,9.19671
0.882,1.419,9.19671
0.88225,1.419,9.20047
0.8825,1.419,9.20047
0.88275,1.41867,9.20047
0.883,1.419,9.20047
0.88325,1.41867,9.20047
0.8835,1.41867,9.20047
0.88375,1.419,9.20047
0.884,1.41867,9.20423
0.88425,1.419,9.20423
0.8845,1.41867,9.20423
0.88475,1.41867,9.20423
0.885,1.419,9.20423
0.88525,1.419,9.20423
0.8855,1.41867,9.20798
0.88575,1.419,9.20798
0.886,1.419,9.20798
0.88625,1.419,9.20798
0.8865,1.419,9.20798
0.88675,1.419,9.20798
0.887,1.419,9.20798
0.88725,1.41867,9.20798
0.8875,1.41867,9.20798
0.88775,1.41867,9.20798
0.888,1.419,9.20798
0.88825,1.419,9.21174
0.8885,1.41867,9.20798
0.88875,1.419,9.21174
0.889,1.419,9.21174
0.88925,1.419,9.21174
0.8895,1.419,9.21174
0.88975,1.419,9.21174
0.89,1.419,9.21174
0.89025,1.419,9.21174
0.8905,1.419,9.21174
0.89075,1.419,9.21174
0.891,1.419,9.2155
0.89125,1.419,9.2155
0.8915,1.419,9.2155
0.89175,1.41867,9.2155
0.892,1.419,9.2155
0.89225,1.419,9.21925
0.8925,1.419,9.2155
0.89275,1.419,9.21925
0.893,1.419,9.21925
0.89325,1.419,9.21925
0.8935,1.419,9.21925
0.89375,1.419,9.21925
0.894,1.419,9.21925
0.89425,1.419,9.22301
0.8945,1.419,9.21925
0.89475,1.419,9.22301
0.895,1.419,9.22301
0.89525,1.419,9.22301
0.8955,1.419,9.22301
0.89575,1.419,9.22301
0.896,1.419,9.22301
0.89625,1.419,9.22301
0.8965,1.419,9.22301
0.89675,1.419,9.22301
0.897,1.419,9.22677
0.89725,1.419,9.22677
0.8975,1.419,9.22677
0.89775,1.419,9.22677
0.898,1.419,9.22677
0.89825,1.419,9.22677
0.8985,1.419,9.22677
0.89875,1.419,9.23052
0.899,1.419,9.23052
0.89925,1.419,9.23052
0.8995,1.419,9.23052
0.89975,1.419,9.23052
0.9,1.419,9.23052
0.90025,1.419,9.23052
0.9005,1.419,9.23052
0.90075,1.419,9.23428
0.901,1.419,9.23428
0.90125,1.419,9.23428
0.9015,1.419,9.23428
0.90175,1.41934,9.23428
0.902,1.419,9.23428
0.90225,1.419,9.23428
0.9025,1.419,9.23428
0.90275,1.419,9.23428
0.903,1.419,9.23804
0.90325,1.419,9.23804
0.9035,1.419,9.23804
0.90375,1.419,9.23804
0.904,1.419,9.23804
0.90425,1.419,9.23804
0.9045,1.419,9.23804
0.90475,1.419,9.24179
0.905,1.419,9.24179
0.90525,1.419,9.24179
0.9055,1.419,9.24179
0.90575,1.419,9.24179
0.906,1.419,9.24179
0.90625,1.419,9.24179
0.9065,1.419,9.24555
0.90675,1.419,9.24179
0.907,1.419,9.24555
0.90725,1.419,9.24555
0.9075,1.41934,9.24555
0.90775,1.419,9.24555
0.908,1.419,9.24555
0.90825,1.419,9.24555
0.9085,1.419,9.24555
0.90875,1.419,9.24555
0.909,1.419,9.24555
0.90925,1.419,9.24931
0.9095,1.419,9.24931
0.90975,1.419,9.24931
0.91,1.419,9.24931
0.91025,1.41934,9.24931
0.9105,1.41934,9.24931
0.91075,1.419,9.24931
0.911,1.419,9.24931
0.91125,1.41934,9.25306
0.9115,1.419,9.25306
0.91175,1.419,9.25306
0.912,1.419,9.25306
0.91225,1.419,9.25306
0.9125,1.419,9.25306
0.91275,1.419,9.25306
0.913,1.41934,9.25682
0.91325,1.41934,9.25682
0.9135,1.41934,9.25682
0.91375,1.419,9.25682
0.914,1.41934,9.25682
0.91425,1.41934,9.25682
0.9145,1.41934,9.25682
0.91475,1.41934,9.25682
0.915,1.41934,9.26058
0.91525,1.41934,9.26058
0.9155,1.41934,9.26058
0.91575,1.41934,9.26058
0.916,1.41934,9.26058
0.91625,1.41934,9.26058
0.9165,1.419,9.26058
0.91675,1.41934,9.26433
0.917,1.41934,9.26433
0.91725,1.41934,9.26433
0.9175,1.41934,9.26433
0.91775,1.41934,9.26433
0.918,1.41934,9.26433
0.91825,1.41934,9.26433
0.9185,1.41934,9.26433
0.91875,1.41934,9.26433
0.919,1.41934,9.26809
0.91925,1.41934,9.26809
0.9195,1.41934,9.26809
0.91975,1.41934,9.26809
0.92,1.41934,9.26809
0.92025,1.41934,9.26809
0.9205,1.41934,9.26809
0.92075,1.41934,9.26809
0.921,1.41934,9.27185
0.92125,1.41934,9.26809
0.9215,1.419,9.26809
0.92175,1.41934,9.27185
0.922,1.41934,9.27185
0.92225,1.41934,9.27185
0.9225,1.41934,9.27185
0.92275,1.41934,9.27185
0.923,1.41934,9.27185
0.92325,1.41934,9.2756
0.9235,1.41934,9.27185
0.92375,1.41934,9.2756
0.924,1.41934,9.2756
0.92425,1.41934,9.2756
0.9245,1.41934,9.2756
0.92475,1.41934,9.2756
0.925,1.41934,9.2756
0.92525,1.41934,9.27936
0.9255,1.41934,9.27936
0.92575,1.41934,9.27936
0.926,1.41934,9.27936
0.92625,1.41934,9.27936
0.9265,1.41934,9.27936
0.92675,1.41934,9.27936
0.927,1.41934,9.27936
0.92725,1.41934,9.27936
0.9275,1.41934,9.27936
0.92775,1.41934,9.28311
0.928,1.41934,9.28311
0.92825,1.41934,9.28311
0.9285,1.41934,9.28311
0.92875,1.41934,9.28311
0.929,1.41934,9.28311
0.92925,1.41934,9.28687
0.9295,1.41934,9.28687
0.92975,1.41934,9.28687
0.93,1.41934,9.28311
0.93025,1.41934,9.28687
0.9305,1.41934,9.28687
0.93075,1.41934,9.28687
0.931,1.41934,9.28687
0.93125,1.41934,9.28687
0.9315,1.41934,9.28687
0.93175,1.41934,9.29063
0.932,1.41934,9.29063
0.93225,1.41934,9.28687
0.9325,1.41934,9.29063
0.93275,1.41934,9.29063
0.933,1.41934,9.29063
0.93325,1.41934,9.29063
0.9335,1.41934,9.29063
0.93375,1.41934,9.29063
0.934,1.41934,9.29063
0.93425,1.41934,9.29063
0.9345,1.41934,9.29438
0.93475,1.41934,9.29438
0.935,1.41934,9.29438
0.93525,1.41934,9.29438
0.9355,1.41934,9.29438
0.93575,1.41934,9.29438
0.936,1.41934,9.29438
0.93625,1.41934,9.29814
0.9365,1.41934,9.29438
0.93675,1.41934,9.29814
0.937,1.41934,9.29814
0.93725,1.41934,9.29814
0.9375,1.41934,9.29814
0.93775,1.41968,9.29814
0.938,1.41934,9.29814
0.93825,1.41934,9.29814
0.9385,1.41934,9.3019
0.93875,1.41934,9.29814
0.939,1.41934,9.3019
0.93925,1.41968,9.3019
0.9395,1.41934,9.3019
0.93975,1.41934,9.3019
0.94,1.41968,9.3019
0.94025,1.41934,9.3019
0.9405,1.41934,9.3019
0.94075,1.41934,9.3019
0.941,1.41934,9.3019
0.94125,1.41934,9.30565
0.9415,1.41934,9.30565
0.94175,1.41934,9.30565
0.942,1.41934,9.30565
0.94225,1.41934,9.30565
0.9425,1.41968,9.30565
0.94275,1.41934,9.30565
0.943,1.41968,9.30941
0.94325,1.41934,9.30941
0.9435,1.41934,9.30941
0.94375,1.41934,9.30941
0.944,1.41968,9.30941
0.94425,1.41968,9.30941
0.9445,1.41968,9.30941
0.94475,1.41934,9.31317
0.945,1.41934,9.30941
0.94525,1.41968,9.31317
0.9455,1.41968,9.31317
0.94575,1.41968,9.31317
0.946,1.41934,9.31317
0.94625,1.41968,9.31317
0.9465,1.41968,9.31317
0.94675,1.41934,9.31317
0.947,1.41968,9.31692
0.94725,1.41934,9.31692
0.9475,1.41968,9.31692
0.94775,1.41968,9.31692
0.948,1.41934,9.31692
0.94825,1.41968,9.31692
0.9485,1.41968,9.31692
0.94875,1.41934,9.31692
0.949,1.41968,9.31692
0.94925,1.41968,9.32068
0.9495,1.41968,9.32068
0.94975,1.41968,9.32068
0.95,1.41968,9.32068
0.95025,1.41968,9.32068
0.9505,1.41968,9.32068
0.95075,1.41934,9.32068
0.951,1.41968,9.32068
0.95125,1.41968,9.32444
0.9515,1.41968,9.32444
0.95175,1.41968,9.32444
0.952,1.41968,9.32444
0.95225,1.41968,9.32444
0.9525,1.41968,9.32444
0.95275,1.41968,9.32444
0.953,1.41968,9.32444
0.95325,1.41968,9.32444
0.9535,1.41968,9.32444
0.95375,1.41968,9.32819
0.954,1.41968,9.32819
0.95425,1.41968,9.32819
0.9545,1.41968,9.32819
0.95475,1.41968,9.32819
0.955,1.41968,9.32819
0.95525,1.41968,9.32819
0.9555,1.41968,9.32819
0.95575,1.41934,9.32819
0.956,1.41934,9.32819
0.95625,1.41968,9.33195
0.9565,1.41968,9.33195
0.95675,1.41968,9.33195
0.957,1.41968,9.33195
0.95725,1.41968,9.33195
0.9575,1.41968,9.33195
0.95775,1.41968,9.33195
0.958,1.41934,9.33195
0.95825,1.41934,9.33195
0.9585,1.41968,9.33195
0.95875,1.41968,9.33571
0.959,1.41968,9.33571
0.95925,1.41968,9.33571
0.9595,1.41968,9.33571
0.95975,1.41968,9.33571
0.96,1.41968,9.33571
0.96025,1.41968,9.33571
0.9605,1.41968,9.33571
0.96075,1.41968,9.33946
0.961,1.41968,9.33946
0.96125,1.41968,9.33946
0.9615,1.41968,9.33946
0.96175,1.41968,9.33946
0.962,1.41968,9.33946
0.96225,1.41968,9.33946
0.9625,1.41968,9.33946
0.96275,1.41968,9.33946
0.963,1.41968,9.33946
0.96325,1.41968,9.33946
0.9635,1.41968,9.34322
0.96375,1.41968,9.34322
0.964,1.41968,9.34322
0.96425,1.41968,9.34322
0.9645,1.41968,9.34322
0.96475,1.41968,9.34322
0.965,1.41968,9.34322
0.96525,1.41968,9.34322
0.9655,1.41968,9.34322
0.96575,1.41968,9.34698
0.966,1.41968,9.34698
0.96625,1.41968,9.34698
0.9665,1.41968,9.34698
0.96675,1.41968,9.34698
0.967,1.41968,9.34698
0.96725,1.41968,9.34698
0.9675,1.41968,9.34698
0.96775,1.41968,9.34698
0.968,1.41968,9.34698
0.96825,1.41968,9.34698
0.9685,1.41968,9.35073
0.96875,1.41968,9.35073
0.969,1.41968,9.35073
0.96925,1.41968,9.35073
0.9695,1.41968,9.35073
0.96975,1.41968,9.35073
0.97,1.41968,9.35073
0.97025,1.41968,9.35073
0.9705,1.41968,9.35449
0.97075,1.41968,9.35449
0.971,1.41968,9.35449
0.97125,1.41968,9.35449
0.9715,1.41968,9.35449
0.97175,1.41968,9.35449
0.972,1.41968,9.35449
0.97225,1.42001,9.35825
0.9725,1.41968,9.35449
0.97275,1.41968,9.35449
0.973,1.41968,9.35825
0.97325,1.41968,9.35825
0.9735,1.41968,9.35825
0.97375,1.41968,9.35825
0.974,1.41968,9.35825
0.97425,1.41968,9.35825
0.9745,1.41968,9.35825
0.97475,1.42001,9.362
0.975,1.41968,9.35825
0.97525,1.41968,9.362
0.9755,1.41968,9.362
0.97575,1.42001,9.362
0.976,1.42001,9.362
0.97625,1.42001,9.362
0.9765,1.41968,9.362
0.97675,1.41968,9.362
0.977,1.41968,9.362
0.97725,1.42001,9.36576
0.9775,1.41968,9.362
0.97775,1.42001,9.36576
0.978,1.42001,9.36576
0.97825,1.42001,9.36576
0.9785,1.42001,9.36576
0.97875,1.41968,9.36576
0.979,1.42001,9.36576
0.97925,1.42001,9.36576
0.9795,1.42001,9.36952
0.97975,1.42001,9.36952
0.98,1.41968,9.36952
0.98025,1.41968,9.36952
0.9805,1.42001,9.36952
0.98075,1.42001,9.36952
0.981,1.42001,9.36952
0.98125,1.42001,9.36952
0.9815,1.42001,9.36952
0.98175,1.42001,9.36952
0.982,1.42001,9.37327
0.98225,1.42001,9.37327
0.9825,1.42001,9.36952
0.98275,1.42001,9.37327
0.983,1.41968,9.37327
0.98325,1.42001,9.37327
0.9835,1.41968,9.37327
0.98375,1.42001,9.37327
0.984,1.41968,9.37327
0.98425,1.42001,9.37703
0.9845,1.42001,9.37703
0.98475,1.42001,9.37703
0.985,1.42001,9.37703
0.98525,1.42001,9.37703
0.9855,1.42001,9.37703
0.98575,1.42001,9.37703
0.986,1.42001,9.37703
0.98625,1.42001,9.37703
0.9865,1.42001,9.38079
0.98675,1.42001,9.38079
0.987,1.42001,9.38079
0.98725,1.42001,9.38079
0.9875,1.42001,9.38079
0.98775,1.42001,9.38079
0.988,1.42001,9.38079
0.98825,1.42001,9.38454
0.9885,1.42001,9.38079
0.98875,1.42001,9.38079
0.989,1.42001,9.38454
0.98925,1.42001,9.38454
0.9895,1.42001,9.38454
0.98975,1.42001,9.38454
0.99,1.42001,9.38454
0.99025,1.42001,9.38454
0.9905,1.42001,9.38454
0.99075,1.42001,9.38454
0.991,1.42001,9.3883
0.99125,1.42001,9.3883
0.9915,1.42001,9.38454
0.99175,1.42001,9.3883
0.992,1.42001,9.3883
0.99225,1.42001,9.3883
0.9925,1.42001,9.39206
0.99275,1.42001,9.3883
0.993,1.42001,9.39206
0.99325,1.42001,9.39206
0.9935,1.42001,9.39206
0.99375,1.42001,9.39206
0.994,1.42001,9.39206
0.99425,1.42001,9.39206
0.9945,1.42001,9.39206
0.99475,1.42001,9.39206
0.995,1.42001,9.39581
0.99525,1.42001,9.39206
0.9955,1.42001,9.39206
0.99575,1.42001,9.39581
0.996,1.42001,9.39581
0.99625,1.42001,9.39581
0.9965,1.42001,9.39581
0.99675,1.42001,9.39581
0.997,1.42001,9.39581
0.99725,1.42001,9.39581
