#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:20:07.459,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of LED: Range: 500 mV/div Offset: 0 V,,
#voltage of transistor: Range: 5 V/div Offset: 0 V,,
,,
Time (s),voltage of LED (V),voltage of transistor (V)
-0.82425,1.41867,9.18169
-0.824,1.41867,9.18169
-0.82375,1.41867,9.18169
-0.8235,1.41867,9.18169
-0.82325,1.41867,9.18169
-0.823,1.41867,9.18169
-0.82275,1.41867,9.18169
-0.8225,1.41867,9.18169
-0.82225,1.41867,9.18544
-0.822,1.41867,9.18544
-0.82175,1.41867,9.18544
-0.8215,1.41867,9.18544
-0.82125,1.419,9.18544
-0.821,1.41867,9.18544
-0.82075,1.41867,9.18544
-0.8205,1.41867,9.1892
-0.82025,1.41867,9.18544
-0.82,1.41867,9.1892
-0.81975,1.41867,9.1892
-0.8195,1.419,9.1892
-0.81925,1.41867,9.1892
-0.819,1.41867,9.1892
-0.81875,1.419,9.1892
-0.8185,1.41867,9.19296
-0.81825,1.41867,9.19296
-0.818,1.419,9.19296
-0.81775,1.419,9.19296
-0.8175,1.41867,9.19296
-0.81725,1.41867,9.19296
-0.817,1.41867,9.19296
-0.81675,1.41867,9.19296
-0.8165,1.41867,9.19296
-0.81625,1.41867,9.19671
-0.816,1.41867,9.19296
-0.81575,1.41867,9.19296
-0.8155,1.41867,9.19671
-0.81525,1.41867,9.19671
-0.815,1.41867,9.19671
-0.81475,1.41867,9.19671
-0.8145,1.41867,9.19671
-0.81425,1.41867,9.19671
-0.814,1.419,9.20047
-0.81375,1.41867,9.20047
-0.8135,1.41867,9.20047
-0.81325,1.41867,9.20047
-0.813,1.41867,9.20047
-0.81275,1.41867,9.20047
-0.8125,1.41867,9.20047
-0.81225,1.41867,9.20047
-0.812,1.41867,9.20047
-0.81175,1.41867,9.20423
-0.8115,1.41867,9.20423
-0.81125,1.41867,9.20423
-0.811,1.41867,9.20423
-0.81075,1.41867,9.20423
-0.8105,1.41867,9.20423
-0.81025,1.41867,9.20423
-0.81,1.419,9.20798
-0.80975,1.41867,9.20798
-0.8095,1.41867,9.20798
-0.80925,1.41867,9.20798
-0.809,1.41867,9.20423
-0.80875,1.41867,9.20798
-0.8085,1.41867,9.20798
-0.80825,1.41867,9.20798
-0.808,1.419,9.20798
-0.80775,1.41867,9.20798
-0.8075,1.41867,9.21174
-0.80725,1.41867,9.21174
-0.807,1.41867,9.21174
-0.80675,1.41867,9.21174
-0.8065,1.41867,9.21174
-0.80625,1.41867,9.21174
-0.806,1.419,9.21174
-0.80575,1.419,9.21174
-0.8055,1.41867,9.21174
-0.80525,1.41867,9.2155
-0.805,1.419,9.2155
-0.80475,1.41867,9.2155
-0.8045,1.41867,9.2155
-0.80425,1.41867,9.2155
-0.804,1.41867,9.2155
-0.80375,1.419,9.21925
-0.8035,1.41867,9.2155
-0.80325,1.419,9.21925
-0.803,1.419,9.21925
-0.80275,1.41867,9.21925
-0.8025,1.41867,9.21925
-0.80225,1.419,9.21925
-0.802,1.41867,9.21925
-0.80175,1.419,9.21925
-0.8015,1.419,9.22301
-0.80125,1.41867,9.22301
-0.801,1.419,9.22301
-0.80075,1.41867,9.22301
-0.8005,1.419,9.22301
-0.80025,1.419,9.22301
-0.8,1.41867,9.22301
-0.79975,1.419,9.22301
-0.7995,1.41867,9.22301
-0.79925,1.41867,9.22677
-0.799,1.419,9.22677
-0.79875,1.41867,9.22677
-0.7985,1.41867,9.22677
-0.79825,1.41867,9.22677
-0.798,1.419,9.22677
-0.79775,1.419,9.22677
-0.7975,1.41867,9.22677
-0.79725,1.419,9.22677
-0.797,1.419,9.23052
-0.79675,1.419,9.23052
-0.7965,1.419,9.23052
-0.79625,1.419,9.23052
-0.796,1.419,9.23052
-0.79575,1.41867,9.23052
-0.7955,1.419,9.23052
-0.79525,1.41867,9.23052
-0.795,1.419,9.23428
-0.79475,1.419,9.23428
-0.7945,1.419,9.23428
-0.79425,1.419,9.23428
-0.794,1.419,9.23428
-0.79375,1.419,9.23428
-0.7935,1.419,9.23428
-0.79325,1.419,9.23804
-0.793,1.419,9.23804
-0.79275,1.419,9.23804
-0.7925,1.419,9.23804
-0.79225,1.41867,9.23804
-0.792,1.419,9.23804
-0.79175,1.419,9.23804
-0.7915,1.419,9.23804
-0.79125,1.419,9.24179
-0.791,1.419,9.24179
-0.79075,1.419,9.24179
-0.7905,1.419,9.24179
-0.79025,1.419,9.24179
-0.79,1.419,9.24179
-0.78975,1.419,9.24179
-0.7895,1.419,9.24555
-0.78925,1.419,9.24555
-0.789,1.419,9.24555
-0.78875,1.419,9.24555
-0.7885,1.419,9.24555
-0.78825,1.419,9.24555
-0.788,1.419,9.24555
-0.78775,1.419,9.24555
-0.7875,1.419,9.24555
-0.78725,1.419,9.24555
-0.787,1.419,9.24555
-0.78675,1.419,9.24555
-0.7865,1.419,9.24931
-0.78625,1.419,9.24931
-0.786,1.419,9.24931
-0.78575,1.419,9.24931
-0.7855,1.419,9.24931
-0.78525,1.419,9.24931
-0.785,1.419,9.25306
-0.78475,1.419,9.25306
-0.7845,1.419,9.24931
-0.78425,1.419,9.25306
-0.784,1.419,9.25306
-0.78375,1.419,9.25306
-0.7835,1.419,9.25682
-0.78325,1.419,9.25682
-0.783,1.419,9.25682
-0.78275,1.419,9.25682
-0.7825,1.419,9.25682
-0.78225,1.419,9.25682
-0.782,1.419,9.25682
-0.78175,1.419,9.25682
-0.7815,1.419,9.25682
-0.78125,1.419,9.25682
-0.781,1.419,9.25682
-0.78075,1.419,9.25682
-0.7805,1.419,9.25682
-0.78025,1.419,9.26058
-0.78,1.419,9.26058
-0.77975,1.419,9.26058
-0.7795,1.419,9.26058
-0.77925,1.419,9.26058
-0.779,1.419,9.26058
-0.77875,1.419,9.26058
-0.7785,1.419,9.26433
-0.77825,1.419,9.26433
-0.778,1.419,9.26433
-0.77775,1.419,9.26433
-0.7775,1.419,9.26433
-0.77725,1.419,9.26433
-0.777,1.419,9.26433
-0.77675,1.41934,9.26433
-0.7765,1.41934,9.26433
-0.77625,1.41934,9.26809
-0.776,1.41934,9.26809
-0.77575,1.41934,9.26809
-0.7755,1.419,9.26809
-0.77525,1.41934,9.26809
-0.775,1.41934,9.26809
-0.77475,1.41934,9.26809
-0.7745,1.41934,9.27185
-0.77425,1.419,9.27185
-0.774,1.419,9.27185
-0.77375,1.41934,9.27185
-0.7735,1.41934,9.27185
-0.77325,1.41934,9.27185
-0.773,1.419,9.27185
-0.77275,1.41934,9.27185
-0.7725,1.419,9.27185
-0.77225,1.41934,9.27185
-0.772,1.419,9.2756
-0.77175,1.41934,9.2756
-0.7715,1.419,9.2756
-0.77125,1.419,9.2756
-0.771,1.41934,9.2756
-0.77075,1.41934,9.2756
-0.7705,1.41934,9.2756
-0.77025,1.41934,9.27936
-0.77,1.41934,9.2756
-0.76975,1.41934,9.2756
-0.7695,1.41934,9.27936
-0.76925,1.41934,9.27936
-0.769,1.41934,9.27936
-0.76875,1.41934,9.27936
-0.7685,1.41934,9.27936
-0.76825,1.41934,9.28311
-0.768,1.41934,9.27936
-0.76775,1.41934,9.28311
-0.7675,1.41934,9.28311
-0.76725,1.419,9.28311
-0.767,1.41934,9.28311
-0.76675,1.41934,9.28311
-0.7665,1.41934,9.28311
-0.76625,1.419,9.28311
-0.766,1.419,9.28687
-0.76575,1.41934,9.28687
-0.7655,1.41934,9.28687
-0.76525,1.41934,9.28687
-0.765,1.41934,9.28687
-0.76475,1.41934,9.28687
-0.7645,1.41934,9.28687
-0.76425,1.41934,9.28687
-0.764,1.41934,9.28687
-0.76375,1.41934,9.28687
-0.7635,1.41934,9.28687
-0.76325,1.41934,9.29063
-0.763,1.41934,9.29063
-0.76275,1.41934,9.29063
-0.7625,1.41934,9.29063
-0.76225,1.41934,9.29063
-0.762,1.41934,9.29063
-0.76175,1.41934,9.29063
-0.7615,1.419,9.29063
-0.76125,1.41934,9.29438
-0.761,1.41934,9.29438
-0.76075,1.41934,9.29438
-0.7605,1.41934,9.29438
-0.76025,1.41934,9.29438
-0.76,1.41934,9.29438
-0.75975,1.41934,9.29438
-0.7595,1.41934,9.29814
-0.75925,1.41934,9.29438
-0.759,1.41934,9.29814
-0.75875,1.41934,9.29814
-0.7585,1.41934,9.29814
-0.75825,1.41934,9.29814
-0.758,1.41934,9.29814
-0.75775,1.41934,9.29814
-0.7575,1.41934,9.3019
-0.75725,1.41934,9.3019
-0.757,1.41934,9.3019
-0.75675,1.41934,9.3019
-0.7565,1.41934,9.3019
-0.75625,1.41934,9.3019
-0.756,1.41934,9.3019
-0.75575,1.41934,9.3019
-0.7555,1.41934,9.3019
-0.75525,1.41934,9.3019
-0.755,1.41934,9.3019
-0.75475,1.41934,9.30565
-0.7545,1.41934,9.30565
-0.75425,1.41934,9.30565
-0.754,1.41934,9.30565
-0.75375,1.41934,9.30565
-0.7535,1.41934,9.30565
-0.75325,1.41934,9.30565
-0.753,1.41934,9.30941
-0.75275,1.41934,9.30941
-0.7525,1.41934,9.30941
-0.75225,1.41934,9.30941
-0.752,1.41934,9.30941
-0.75175,1.41934,9.30941
-0.7515,1.41934,9.30941
-0.75125,1.41934,9.30941
-0.751,1.41934,9.30941
-0.75075,1.41934,9.31317
-0.7505,1.41934,9.31317
-0.75025,1.41934,9.31317
-0.75,1.41934,9.31317
-0.74975,1.41934,9.31317
-0.7495,1.41934,9.31317
-0.74925,1.41934,9.31317
-0.749,1.41934,9.31317
-0.74875,1.41934,9.31692
-0.7485,1.41934,9.31692
-0.74825,1.41934,9.31692
-0.748,1.41934,9.31692
-0.74775,1.41934,9.31692
-0.7475,1.41934,9.31692
-0.74725,1.41968,9.32068
-0.747,1.41934,9.31692
-0.74675,1.41934,9.31692
-0.7465,1.41934,9.32068
-0.74625,1.41934,9.32068
-0.746,1.41934,9.32068
-0.74575,1.41934,9.32068
-0.7455,1.41934,9.32068
-0.74525,1.41934,9.32068
-0.745,1.41934,9.32068
-0.74475,1.41934,9.32068
-0.7445,1.41968,9.32068
-0.74425,1.41934,9.32068
-0.744,1.41934,9.32068
-0.74375,1.41968,9.32444
-0.7435,1.41934,9.32444
-0.74325,1.41934,9.32444
-0.743,1.41934,9.32444
-0.74275,1.41934,9.32444
-0.7425,1.41934,9.32444
-0.74225,1.41934,9.32444
-0.742,1.41968,9.32819
-0.74175,1.41968,9.32819
-0.7415,1.41934,9.32819
-0.74125,1.41934,9.32819
-0.741,1.41934,9.32819
-0.74075,1.41968,9.32819
-0.7405,1.41968,9.32819
-0.74025,1.41968,9.32819
-0.74,1.41934,9.32819
-0.73975,1.41934,9.32819
-0.7395,1.41968,9.33195
-0.73925,1.41968,9.33195
-0.739,1.41934,9.33195
-0.73875,1.41968,9.33195
-0.7385,1.41968,9.33195
-0.73825,1.41968,9.33195
-0.738,1.41968,9.33571
-0.73775,1.41968,9.33195
-0.7375,1.41968,9.33195
-0.73725,1.41968,9.33571
-0.737,1.41968,9.33571
-0.73675,1.41968,9.33571
-0.7365,1.41968,9.33571
-0.73625,1.41968,9.33571
-0.736,1.41968,9.33571
-0.73575,1.41934,9.33571
-0.7355,1.41934,9.33571
-0.73525,1.41934,9.33571
-0.735,1.41934,9.33571
-0.73475,1.41968,9.33571
-0.7345,1.41968,9.33946
-0.73425,1.41934,9.33946
-0.734,1.41934,9.33946
-0.73375,1.41968,9.33946
-0.7335,1.41968,9.33946
-0.73325,1.41968,9.33946
-0.733,1.41968,9.33946
-0.73275,1.41934,9.33946
-0.7325,1.41968,9.33946
-0.73225,1.41968,9.34322
-0.732,1.41968,9.34322
-0.73175,1.41968,9.34322
-0.7315,1.41968,9.34322
-0.73125,1.41968,9.34322
-0.731,1.41968,9.34322
-0.73075,1.41968,9.34322
-0.7305,1.41968,9.34322
-0.73025,1.41968,9.34322
-0.73,1.41968,9.34322
-0.72975,1.41968,9.34698
-0.7295,1.41968,9.34698
-0.72925,1.41968,9.34698
-0.729,1.41968,9.34698
-0.72875,1.41968,9.34698
-0.7285,1.41968,9.34698
-0.72825,1.41968,9.34698
-0.728,1.41968,9.34698
-0.72775,1.41968,9.34698
-0.7275,1.41968,9.35073
-0.72725,1.41968,9.35073
-0.727,1.41968,9.35073
-0.72675,1.41968,9.35073
-0.7265,1.41968,9.35073
-0.72625,1.41968,9.35073
-0.726,1.41968,9.35073
-0.72575,1.41968,9.35073
-0.7255,1.41968,9.35073
-0.72525,1.41968,9.35449
-0.725,1.41968,9.35449
-0.72475,1.41968,9.35449
-0.7245,1.41968,9.35449
-0.72425,1.41934,9.35449
-0.724,1.41968,9.35449
-0.72375,1.41968,9.35449
-0.7235,1.41968,9.35825
-0.72325,1.41968,9.35825
-0.723,1.41968,9.35825
-0.72275,1.41968,9.35825
-0.7225,1.41968,9.35825
-0.72225,1.41968,9.35825
-0.722,1.41968,9.362
-0.72175,1.41968,9.35825
-0.7215,1.41968,9.35825
-0.72125,1.41968,9.35825
-0.721,1.41968,9.362
-0.72075,1.41968,9.35825
-0.7205,1.41968,9.362
-0.72025,1.41968,9.362
-0.72,1.41968,9.362
-0.71975,1.41968,9.362
-0.7195,1.41968,9.362
-0.71925,1.41968,9.362
-0.719,1.41968,9.36576
-0.71875,1.41968,9.36576
-0.7185,1.41968,9.36576
-0.71825,1.41968,9.36576
-0.718,1.41968,9.36576
-0.71775,1.41968,9.36576
-0.7175,1.41968,9.36576
-0.71725,1.41968,9.36576
-0.717,1.41968,9.36952
-0.71675,1.41968,9.36576
-0.7165,1.41968,9.36952
-0.71625,1.41968,9.36952
-0.716,1.41968,9.36952
-0.71575,1.41968,9.36952
-0.7155,1.41968,9.36952
-0.71525,1.41968,9.36952
-0.715,1.41968,9.36952
-0.71475,1.41968,9.36952
-0.7145,1.41968,9.37327
-0.71425,1.41968,9.37327
-0.714,1.41968,9.37327
-0.71375,1.41968,9.37327
-0.7135,1.41968,9.37327
-0.71325,1.41968,9.37327
-0.713,1.41968,9.37327
-0.71275,1.41968,9.37327
-0.7125,1.41968,9.37327
-0.71225,1.41968,9.37327
-0.712,1.41968,9.37327
-0.71175,1.41968,9.37327
-0.7115,1.41968,9.37703
-0.71125,1.41968,9.37703
-0.711,1.41968,9.37703
-0.71075,1.41968,9.37703
-0.7105,1.41968,9.37703
-0.71025,1.41968,9.37703
-0.71,1.42001,9.38079
-0.70975,1.41968,9.38079
-0.7095,1.41968,9.37703
-0.70925,1.41968,9.38079
-0.709,1.42001,9.38079
-0.70875,1.42001,9.38079
-0.7085,1.41968,9.38079
-0.70825,1.42001,9.38079
-0.708,1.41968,9.38079
-0.70775,1.41968,9.38079
-0.7075,1.41968,9.38079
-0.70725,1.41968,9.38079
-0.707,1.42001,9.38454
-0.70675,1.41968,9.38454
-0.7065,1.41968,9.38454
-0.70625,1.41968,9.38454
-0.706,1.42001,9.38454
-0.70575,1.42001,9.38454
-0.7055,1.41968,9.38454
-0.70525,1.41968,9.38454
-0.705,1.41968,9.38454
-0.70475,1.42001,9.3883
-0.7045,1.42001,9.3883
-0.70425,1.42001,9.3883
-0.704,1.42001,9.3883
-0.70375,1.42001,9.3883
-0.7035,1.42001,9.3883
-0.70325,1.41968,9.3883
-0.703,1.42001,9.39206
-0.70275,1.42001,9.39206
-0.7025,1.42001,9.39206
-0.70225,1.41968,9.39206
-0.702,1.42001,9.39206
-0.70175,1.42001,9.39206
-0.7015,1.42001,9.39206
-0.70125,1.42001,9.39206
-0.701,1.42001,9.39581
-0.70075,1.42001,9.39581
-0.7005,1.42001,9.39581
-0.70025,1.42001,9.39581
-0.7,1.42001,9.39581
-0.69975,1.42001,9.39581
-0.6995,1.42001,9.39581
-0.69925,1.42001,9.39581
-0.699,1.42001,9.39957
-0.69875,1.42001,9.39957
-0.6985,1.42001,9.39957
-0.69825,1.42001,9.39957
-0.698,1.42001,9.39957
-0.69775,1.42001,9.39957
-0.6975,1.42001,9.39957
-0.69725,1.42001,9.39957
-0.697,1.42001,9.39957
-0.69675,1.42001,9.39957
-0.6965,1.42001,9.39957
-0.69625,1.42001,9.40333
-0.696,1.42001,9.40333
-0.69575,1.42001,9.40333
-0.6955,1.42001,9.40333
-0.69525,1.42001,9.40708
-0.695,1.42001,9.40333
-0.69475,1.42001,9.40333
-0.6945,1.42001,9.40333
-0.69425,1.42001,9.40708
-0.694,1.42001,9.40708
-0.69375,1.42001,9.40708
-0.6935,1.42001,9.40708
-0.69325,1.42001,9.40708
-0.693,1.42001,9.40708
-0.69275,1.42001,9.40708
-0.6925,1.42001,9.40708
-0.69225,1.42001,9.40708
-0.692,1.42001,9.40708
-0.69175,1.42001,9.41084
-0.6915,1.42001,9.41084
-0.69125,1.42001,9.41084
-0.691,1.42001,9.41084
-0.69075,1.42001,9.41084
-0.6905,1.42001,9.41084
-0.69025,1.42001,9.41084
-0.69,1.41968,9.41084
-0.68975,1.42001,9.41084
-0.6895,1.42001,9.4146
-0.68925,1.42001,9.4146
-0.689,1.42001,9.4146
-0.68875,1.42001,9.4146
-0.6885,1.42001,9.4146
-0.68825,1.42001,9.4146
-0.688,1.42001,9.4146
-0.68775,1.42001,9.41835
-0.6875,1.42001,9.4146
-0.68725,1.42001,9.4146
-0.687,1.42001,9.41835
-0.68675,1.42001,9.41835
-0.6865,1.42001,9.41835
-0.68625,1.42001,9.41835
-0.686,1.42001,9.41835
-0.68575,1.42001,9.41835
-0.6855,1.42001,9.41835
-0.68525,1.42001,9.41835
-0.685,1.42001,9.42211
-0.68475,1.42001,9.42211
-0.6845,1.42001,9.42211
-0.68425,1.42001,9.42211
-0.684,1.42001,9.42211
-0.68375,1.42001,9.42211
-0.6835,1.42001,9.42211
-0.68325,1.42001,9.42211
-0.683,1.42001,9.42587
-0.68275,1.42035,9.42587
-0.6825,1.42001,9.42587
-0.68225,1.42001,9.42587
-0.682,1.42001,9.42587
-0.68175,1.42001,9.42587
-0.6815,1.42001,9.42587
-0.68125,1.42001,9.42587
-0.681,1.42001,9.42587
-0.68075,1.42001,9.42962
-0.6805,1.42001,9.42962
-0.68025,1.42001,9.42962
-0.68,1.42001,9.42962
-0.67975,1.42001,9.42962
-0.6795,1.42001,9.42962
-0.67925,1.42001,9.42962
-0.679,1.42001,9.42962
-0.67875,1.42001,9.42962
-0.6785,1.42001,9.43338
-0.67825,1.42001,9.43338
-0.678,1.42001,9.42962
-0.67775,1.42001,9.43338
-0.6775,1.42001,9.43338
-0.67725,1.42001,9.43338
-0.677,1.42001,9.43338
-0.67675,1.42001,9.43338
-0.6765,1.42001,9.43338
-0.67625,1.42001,9.43338
-0.676,1.42001,9.43338
-0.67575,1.42001,9.43714
-0.6755,1.42035,9.43714
-0.67525,1.42001,9.43714
-0.675,1.42001,9.43714
-0.67475,1.42001,9.43714
-0.6745,1.42001,9.43714
-0.67425,1.42035,9.43714
-0.674,1.42001,9.44089
-0.67375,1.42035,9.44089
-0.6735,1.42001,9.44089
-0.67325,1.42001,9.44089
-0.673,1.42035,9.44089
-0.67275,1.42001,9.44089
-0.6725,1.42001,9.44089
-0.67225,1.42001,9.44465
-0.672,1.42001,9.44465
-0.67175,1.42001,9.44465
-0.6715,1.42001,9.44465
-0.67125,1.42001,9.44465
-0.671,1.42035,9.44465
-0.67075,1.42001,9.44465
-0.6705,1.42001,9.44465
-0.67025,1.42001,9.44465
-0.67,1.42001,9.44465
-0.66975,1.42035,9.44841
-0.6695,1.42001,9.44465
-0.66925,1.42035,9.44841
-0.669,1.42001,9.44841
-0.66875,1.42035,9.44841
-0.6685,1.42001,9.44841
-0.66825,1.42001,9.44841
-0.668,1.42001,9.44841
-0.66775,1.42001,9.44841
-0.6675,1.42035,9.45216
-0.66725,1.42035,9.45216
-0.667,1.42035,9.45216
-0.66675,1.42001,9.45216
-0.6665,1.42001,9.45216
-0.66625,1.42001,9.45216
-0.666,1.42001,9.45216
-0.66575,1.42001,9.45216
-0.6655,1.42001,9.45216
-0.66525,1.42035,9.45592
-0.665,1.42035,9.45592
-0.66475,1.42035,9.45592
-0.6645,1.42035,9.45592
-0.66425,1.42035,9.45592
-0.664,1.42001,9.45592
-0.66375,1.42001,9.45592
-0.6635,1.42035,9.45592
-0.66325,1.42035,9.45968
-0.663,1.42001,9.45968
-0.66275,1.42035,9.45968
-0.6625,1.42035,9.45968
-0.66225,1.42035,9.45968
-0.662,1.42001,9.45968
-0.66175,1.42001,9.45968
-0.6615,1.42001,9.45968
-0.66125,1.42035,9.45968
-0.661,1.42035,9.45968
-0.66075,1.42035,9.46343
-0.6605,1.42035,9.46343
-0.66025,1.42035,9.46343
-0.66,1.42035,9.46343
-0.65975,1.42035,9.46343
-0.6595,1.42035,9.46343
-0.65925,1.42035,9.46343
-0.659,1.42035,9.46343
-0.65875,1.42035,9.46719
-0.6585,1.42035,9.46719
-0.65825,1.42035,9.46719
-0.658,1.42035,9.46719
-0.65775,1.42035,9.46719
-0.6575,1.42035,9.46719
-0.65725,1.42035,9.47095
-0.657,1.42035,9.46719
-0.65675,1.42035,9.46719
-0.6565,1.42035,9.46719
-0.65625,1.42035,9.47095
-0.656,1.42035,9.47095
-0.65575,1.42035,9.47095
-0.6555,1.42035,9.47095
-0.65525,1.42035,9.47095
-0.655,1.42035,9.47095
-0.65475,1.42035,9.47095
-0.6545,1.42035,9.4747
-0.65425,1.42035,9.4747
-0.654,1.42035,9.4747
-0.65375,1.42001,9.4747
-0.6535,1.42035,9.4747
-0.65325,1.42035,9.4747
-0.653,1.42035,9.4747
-0.65275,1.42035,9.47846
-0.6525,1.42035,9.47846
-0.65225,1.42035,9.4747
-0.652,1.42035,9.47846
-0.65175,1.42035,9.47846
-0.6515,1.42035,9.47846
-0.65125,1.42035,9.47846
-0.651,1.42035,9.47846
-0.65075,1.42035,9.47846
-0.6505,1.42035,9.47846
-0.65025,1.42035,9.47846
-0.65,1.42035,9.48222
-0.64975,1.42035,9.48222
-0.6495,1.42035,9.48222
-0.64925,1.42035,9.48222
-0.649,1.42035,9.48222
-0.64875,1.42035,9.48222
-0.6485,1.42035,9.48222
-0.64825,1.42035,9.48222
-0.648,1.42035,9.48222
-0.64775,1.42035,9.48222
-0.6475,1.42035,9.48597
-0.64725,1.42035,9.48597
-0.647,1.42035,9.48597
-0.64675,1.42035,9.48597
-0.6465,1.42035,9.48597
-0.64625,1.42035,9.48597
-0.646,1.42035,9.48973
-0.64575,1.42035,9.48973
-0.6455,1.42035,9.48973
-0.64525,1.42035,9.48973
-0.645,1.42035,9.48973
-0.64475,1.42035,9.48973
-0.6445,1.42035,9.48973
-0.64425,1.42035,9.48973
-0.644,1.42035,9.48973
-0.64375,1.42035,9.48973
-0.6435,1.42035,9.48973
-0.64325,1.42035,9.49348
-0.643,1.42035,9.49348
-0.64275,1.42035,9.49348
-0.6425,1.42035,9.49348
-0.64225,1.42035,9.49348
-0.642,1.42035,9.49724
-0.64175,1.42068,9.49724
-0.6415,1.42035,9.49724
-0.64125,1.42068,9.49724
-0.641,1.42035,9.49724
-0.64075,1.42035,9.49724
-0.6405,1.42068,9.49724
-0.64025,1.42035,9.49724
-0.64,1.42035,9.49724
-0.63975,1.42068,9.501
-0.6395,1.42068,9.501
-0.63925,1.42035,9.501
-0.639,1.42035,9.501
-0.63875,1.42035,9.501
-0.6385,1.42035,9.501
-0.63825,1.42068,9.501
-0.638,1.42035,9.501
-0.63775,1.42068,9.501
-0.6375,1.42035,9.501
-0.63725,1.42068,9.501
-0.637,1.42035,9.50475
-0.63675,1.42035,9.50475
-0.6365,1.42068,9.50475
-0.63625,1.42035,9.50475
-0.636,1.42035,9.50475
-0.63575,1.42035,9.50475
-0.6355,1.42035,9.50475
-0.63525,1.42035,9.50851
-0.635,1.42035,9.50475
-0.63475,1.42068,9.50851
-0.6345,1.42035,9.50851
-0.63425,1.42035,9.50851
-0.634,1.42035,9.50851
-0.63375,1.42035,9.50851
-0.6335,1.42068,9.50851
-0.63325,1.42068,9.51227
-0.633,1.42035,9.50851
-0.63275,1.42035,9.50851
-0.6325,1.42035,9.51227
-0.63225,1.42068,9.51227
-0.632,1.42035,9.51227
-0.63175,1.42035,9.51227
-0.6315,1.42035,9.51227
-0.63125,1.42068,9.51227
-0.631,1.42035,9.51227
-0.63075,1.42035,9.51227
-0.6305,1.42035,9.51227
-0.63025,1.42035,9.51227
-0.63,1.42035,9.51227
-0.62975,1.42035,9.51227
-0.6295,1.42068,9.51602
-0.62925,1.42068,9.51602
-0.629,1.42035,9.51602
-0.62875,1.42035,9.51602
-0.6285,1.42035,9.51602
-0.62825,1.42068,9.51978
-0.628,1.42068,9.51978
-0.62775,1.42068,9.51978
-0.6275,1.42068,9.51978
-0.62725,1.42035,9.51978
-0.627,1.42068,9.51978
-0.62675,1.42035,9.51978
-0.6265,1.42068,9.51978
-0.62625,1.42068,9.51978
-0.626,1.42068,9.51978
-0.62575,1.42068,9.52354
-0.6255,1.42068,9.52354
-0.62525,1.42068,9.52354
-0.625,1.42068,9.52354
-0.62475,1.42068,9.52354
-0.6245,1.42068,9.52354
-0.62425,1.42068,9.52354
-0.624,1.42068,9.52354
-0.62375,1.42068,9.52354
-0.6235,1.42068,9.52354
-0.62325,1.42068,9.52729
-0.623,1.42068,9.52729
-0.62275,1.42068,9.52729
-0.6225,1.42068,9.52729
-0.62225,1.42068,9.52729
-0.622,1.42068,9.52729
-0.62175,1.42068,9.52729
-0.6215,1.42068,9.52729
-0.62125,1.42068,9.53105
-0.621,1.42068,9.53105
-0.62075,1.42068,9.53105
-0.6205,1.42068,9.53105
-0.62025,1.42068,9.53105
-0.62,1.42068,9.53105
-0.61975,1.42068,9.53105
-0.6195,1.42068,9.53481
-0.61925,1.42068,9.53105
-0.619,1.42068,9.53481
-0.61875,1.42068,9.53481
-0.6185,1.42068,9.53481
-0.61825,1.42068,9.53481
-0.618,1.42068,9.53481
-0.61775,1.42068,9.53481
-0.6175,1.42068,9.53481
-0.61725,1.42068,9.53481
-0.617,1.42068,9.53856
-0.61675,1.42068,9.53856
-0.6165,1.42068,9.53856
-0.61625,1.42068,9.53856
-0.616,1.42068,9.53856
-0.61575,1.42068,9.53856
-0.6155,1.42068,9.53856
-0.61525,1.42068,9.53856
-0.615,1.42068,9.53856
-0.61475,1.42068,9.54232
-0.6145,1.42068,9.54232
-0.61425,1.42068,9.54232
-0.614,1.42068,9.53856
-0.61375,1.42068,9.54232
-0.6135,1.42068,9.54232
-0.61325,1.42068,9.54232
-0.613,1.42068,9.54232
-0.61275,1.42068,9.54232
-0.6125,1.42068,9.54608
-0.61225,1.42068,9.54608
-0.612,1.42068,9.54608
-0.61175,1.42068,9.54608
-0.6115,1.42068,9.54608
-0.61125,1.42068,9.54608
-0.611,1.42068,9.54983
-0.61075,1.42068,9.54983
-0.6105,1.42068,9.54983
-0.61025,1.42068,9.54983
-0.61,1.42068,9.54983
-0.60975,1.42068,9.54983
-0.6095,1.42068,9.54983
-0.60925,1.42068,9.54983
-0.609,1.42068,9.54983
-0.60875,1.42068,9.54983
-0.6085,1.42068,9.55359
-0.60825,1.42068,9.54983
-0.608,1.42068,9.54983
-0.60775,1.42068,9.55359
-0.6075,1.42068,9.55359
-0.60725,1.42068,9.55359
-0.607,1.42068,9.55359
-0.60675,1.42068,9.55359
-0.6065,1.42068,9.55359
-0.60625,1.42068,9.55359
-0.606,1.42102,9.55359
-0.60575,1.42102,9.55735
-0.6055,1.42068,9.55735
-0.60525,1.42068,9.55359
-0.605,1.42102,9.55735
-0.60475,1.42068,9.55735
-0.6045,1.42068,9.55735
-0.60425,1.42068,9.55735
