,#Digilent WaveForms Oscilloscope XY,
,#Device Name: Discovery2,
,#Serial Number: SN:210321AA2225,
,#Date Time: 2019-02-11 12:30:44.188,
,,
Times,Channel2V,Math 1 (A)
0.00109277,1.9754,0.0131694
0.00109335,1.97608,0.0131738
0.00109393,1.97608,0.0131738
0.00109451,1.97708,0.0131806
0.00109509,1.97742,0.0131828
0.00109567,1.97876,0.0131918
0.00109625,1.9791,0.013194
0.00109683,1.97943,0.0131962
0.00109741,1.98011,0.0132007
0.00109799,1.98078,0.0132052
0.00109857,1.98145,0.0132097
0.00109915,1.98178,0.0132119
0.00109973,1.98212,0.0132141
0.00110031,1.98279,0.0132186
0.00110089,1.98346,0.0132231
0.00110147,1.98346,0.0132231
0.00110205,1.98447,0.0132298
0.00110263,1.98481,0.013232
0.00110321,1.98548,0.0132365
0.00110379,1.98615,0.013241
0.00110437,1.98682,0.0132455
0.00110495,1.98716,0.0132477
0.00110553,1.98783,0.0132522
0.00110611,1.98783,0.0132522
0.00110669,1.98816,0.0132544
0.00110727,1.98816,0.0132544
0.00110785,1.98951,0.0132634
0.00110843,1.99018,0.0132679
0.00110901,1.99052,0.0132701
0.00110959,1.99085,0.0132723
0.00111017,1.99186,0.0132791
0.00111075,1.99186,0.0132791
0.00111133,1.99287,0.0132858
0.00111191,1.99354,0.0132902
0.00111249,1.99387,0.0132925
0.00111307,1.99387,0.0132925
0.00111365,1.99454,0.013297
0.00111423,1.99522,0.0133014
0.00111481,1.99589,0.0133059
0.00111539,1.99689,0.0133126
0.00111597,1.99723,0.0133149
0.00111655,1.99757,0.0133171
0.00111713,1.99824,0.0133216
0.00111771,1.99925,0.0133283
0.00111829,1.99925,0.0133283
0.00111887,1.99992,0.0133328
0.00111945,2.00059,0.0133373
0.00112003,2.00059,0.0133373
0.00112061,2.00092,0.0133395
0.00112119,2.0016,0.013344
0.00112177,2.00193,0.0133462
0.00112235,2.00294,0.0133529
0.00112293,2.00294,0.0133529
0.00112351,2.00361,0.0133574
0.00112409,2.00428,0.0133619
0.00112467,2.00495,0.0133664
0.00112525,2.00529,0.0133686
0.00112583,2.00529,0.0133686
0.00112641,2.00596,0.0133731
0.00112699,2.0063,0.0133753
0.00112757,2.00697,0.0133798
0.00112815,2.0073,0.013382
0.00112873,2.0073,0.013382
0.00112931,2.00831,0.0133887
0.00112989,2.00865,0.013391
0.00113047,2.00898,0.0133932
0.00113105,2.00965,0.0133977
0.00113163,2.01033,0.0134022
0.00113221,2.011,0.0134067
0.00113279,2.01133,0.0134089
0.00113337,2.01133,0.0134089
0.00113395,2.01234,0.0134156
0.00113453,2.01301,0.0134201
0.00113511,2.01268,0.0134178
0.00113569,2.01335,0.0134223
0.00113627,2.01368,0.0134246
0.00113685,2.01436,0.013429
0.00113743,2.01536,0.0134358
0.00113801,2.01603,0.0134402
0.00113859,2.01637,0.0134425
0.00113917,2.01671,0.0134447
0.00113975,2.01704,0.0134469
0.00114033,2.01805,0.0134537
0.00114091,2.01838,0.0134559
0.00114149,2.01939,0.0134626
0.00114207,2.01939,0.0134626
0.00114265,2.01906,0.0134604
0.00114323,2.01838,0.0134559
0.00114381,2.01738,0.0134492
0.00114439,2.01704,0.0134469
0.00114497,2.01671,0.0134447
0.00114555,2.01637,0.0134425
0.00114613,2.0157,0.013438
0.00114671,2.01536,0.0134358
0.00114729,2.01469,0.0134313
0.00114787,2.01436,0.013429
0.00114845,2.01402,0.0134268
0.00114903,2.01335,0.0134223
0.00114961,2.01301,0.0134201
0.00115019,2.01268,0.0134178
0.00115077,2.012,0.0134134
0.00115135,2.011,0.0134067
0.00115193,2.011,0.0134067
0.00115251,2.01066,0.0134044
0.00115309,2.00999,0.0133999
0.00115367,2.00932,0.0133955
0.00115425,2.00831,0.0133887
0.00115483,2.00764,0.0133843
0.00115541,2.00764,0.0133843
0.00115599,2.00697,0.0133798
0.00115657,2.0063,0.0133753
0.00115715,2.00563,0.0133708
0.00115773,2.00529,0.0133686
0.00115831,2.00529,0.0133686
0.00115889,2.00495,0.0133664
0.00115947,2.00462,0.0133641
0.00116005,2.00395,0.0133596
0.00116063,2.00327,0.0133552
0.00116121,2.00294,0.0133529
0.00116179,2.0026,0.0133507
0.00116237,2.00227,0.0133484
0.00116295,2.0016,0.013344
0.00116353,2.00126,0.0133417
0.00116411,2.00025,0.013335
0.00116469,1.99992,0.0133328
0.00116527,1.99992,0.0133328
0.00116585,1.99857,0.0133238
0.00116643,1.99891,0.0133261
0.00116701,1.9979,0.0133193
0.00116759,1.99723,0.0133149
0.00116817,1.99656,0.0133104
0.00116875,1.99656,0.0133104
0.00116933,1.99622,0.0133082
0.00116991,1.99555,0.0133037
0.00117049,1.99522,0.0133014
0.00117107,1.99421,0.0132947
0.00117165,1.99354,0.0132902
0.00117223,1.9932,0.013288
0.00117281,1.99219,0.0132813
0.00117339,1.99186,0.0132791
0.00117397,1.99152,0.0132768
0.00117455,1.99119,0.0132746
0.00117513,1.99085,0.0132723
0.00117571,1.98984,0.0132656
0.00117629,1.98984,0.0132656
0.00117687,1.98917,0.0132611
0.00117745,1.9885,0.0132567
0.00117803,1.98816,0.0132544
0.00117861,1.98749,0.01325
0.00117919,1.98716,0.0132477
0.00117977,1.98615,0.013241
0.00118035,1.98548,0.0132365
0.00118093,1.98514,0.0132343
0.00118151,1.98447,0.0132298
0.00118209,1.98481,0.013232
0.00118267,1.98414,0.0132276
0.00118325,1.98313,0.0132209
0.00118383,1.98313,0.0132209
0.00118441,1.98279,0.0132186
0.00118499,1.98178,0.0132119
0.00118557,1.98078,0.0132052
0.00118615,1.98078,0.0132052
0.00118673,1.98011,0.0132007
0.00118731,1.9791,0.013194
0.00118789,1.97876,0.0131918
0.00118847,1.97843,0.0131895
0.00118905,1.97776,0.013185
0.00118963,1.97675,0.0131783
0.00119021,1.97608,0.0131738
0.00119079,1.97574,0.0131716
0.00119137,1.9754,0.0131694
0.00119195,1.9754,0.0131694
0.00119253,1.97507,0.0131671
0.00119311,1.97406,0.0131604
0.00119369,1.97373,0.0131582
0.00119427,1.97272,0.0131515
0.00119485,1.97205,0.013147
0.00119543,1.97171,0.0131447
0.00119601,1.9707,0.013138
0.00119659,1.97003,0.0131335
0.00119717,1.97003,0.0131335
0.00119775,1.9697,0.0131313
0.00119833,1.96903,0.0131268
0.00119891,1.96802,0.0131201
0.00119949,1.96768,0.0131179
0.00120007,1.96735,0.0131156
0.00120065,1.96634,0.0131089
0.00120123,1.966,0.0131067
0.00120181,1.96466,0.0130977
0.00120239,1.965,0.0131
0.00120297,1.96466,0.0130977
0.00120355,1.96365,0.013091
0.00120413,1.96332,0.0130888
0.00120471,1.96197,0.0130798
0.00120529,1.9613,0.0130753
0.00120587,1.96097,0.0130731
0.00120645,1.96029,0.0130686
0.00120703,1.95962,0.0130642
0.00120761,1.95929,0.0130619
0.00120819,1.95828,0.0130552
0.00120877,1.95761,0.0130507
0.00120935,1.95727,0.0130485
0.00120993,1.9566,0.013044
0.00121051,1.95593,0.0130395
0.00121109,1.95526,0.0130351
0.00121167,1.95459,0.0130306
0.00121225,1.95425,0.0130283
0.00121283,1.95392,0.0130261
0.00121341,1.95324,0.0130216
0.00121399,1.95257,0.0130171
0.00121457,1.9519,0.0130127
0.00121515,1.9519,0.0130127
0.00121573,1.95056,0.0130037
0.00121631,1.94989,0.0129992
0.00121689,1.94888,0.0129925
0.00121747,1.94787,0.0129858
0.00121805,1.94787,0.0129858
0.00121863,1.9472,0.0129813
0.00121921,1.94653,0.0129769
0.00121979,1.94552,0.0129701
0.00122037,1.94518,0.0129679
0.00122095,1.94485,0.0129657
0.00122153,1.94451,0.0129634
0.00122211,1.94351,0.0129567
0.00122269,1.94283,0.0129522
0.00122327,1.9425,0.01295
0.00122385,1.94149,0.0129433
0.00122443,1.94048,0.0129366
0.00122501,1.94015,0.0129343
0.00122559,1.93914,0.0129276
0.00122617,1.93847,0.0129231
0.00122675,1.9378,0.0129187
0.00122733,1.93713,0.0129142
0.00122791,1.93679,0.0129119
0.00122849,1.93612,0.0129075
0.00122907,1.93612,0.0129075
0.00122965,1.93511,0.0129007
0.00123023,1.93377,0.0128918
0.00123081,1.9331,0.0128873
0.00123139,1.93276,0.0128851
0.00123197,1.93175,0.0128784
0.00123255,1.93075,0.0128716
0.00123313,1.92974,0.0128649
0.00123371,1.92907,0.0128604
0.00123429,1.9284,0.012856
0.00123487,1.92806,0.0128537
0.00123545,1.92672,0.0128448
0.00123603,1.92571,0.0128381
0.00123661,1.92537,0.0128358
0.00123719,1.92437,0.0128291
0.00123777,1.92403,0.0128269
0.00123835,1.92302,0.0128202
0.00123893,1.92168,0.0128112
0.00123951,1.92134,0.012809
0.00124009,1.92067,0.0128045
0.00124067,1.92,0.0128
0.00124125,1.91899,0.0127933
0.00124183,1.91799,0.0127866
0.00124241,1.91732,0.0127821
0.00124299,1.91631,0.0127754
0.00124357,1.9153,0.0127687
0.00124415,1.91496,0.0127664
0.00124473,1.91429,0.012762
0.00124531,1.91295,0.012753
0.00124589,1.91194,0.0127463
0.00124647,1.91127,0.0127418
0.00124705,1.91026,0.0127351
0.00124763,1.90959,0.0127306
0.00124821,1.90892,0.0127261
0.00124879,1.90791,0.0127194
0.00124937,1.90724,0.0127149
0.00124995,1.90623,0.0127082
0.00125053,1.90489,0.0126993
0.00125111,1.90456,0.012697
0.00125169,1.90321,0.0126881
0.00125227,1.90254,0.0126836
0.00125285,1.90153,0.0126769
0.00125343,1.90019,0.0126679
0.00125401,1.89918,0.0126612
0.00125459,1.89818,0.0126545
0.00125517,1.89717,0.0126478
0.00125575,1.89616,0.0126411
0.00125633,1.89515,0.0126344
0.00125691,1.89415,0.0126276
0.00125749,1.89247,0.0126164
0.00125807,1.8918,0.012612
0.00125865,1.89112,0.0126075
0.00125923,1.88978,0.0125985
0.00125981,1.88877,0.0125918
0.00126039,1.88743,0.0125829
0.00126097,1.88642,0.0125762
0.00126155,1.88542,0.0125694
0.00126213,1.88374,0.0125582
0.00126271,1.88206,0.0125471
0.00126329,1.88105,0.0125403
0.00126387,1.87971,0.0125314
0.00126445,1.8787,0.0125247
0.00126503,1.87702,0.0125135
0.00126561,1.87635,0.012509
0.00126619,1.87534,0.0125023
0.00126677,1.87366,0.0124911
0.00126735,1.87198,0.0124799
0.00126793,1.87064,0.0124709
0.00126851,1.8693,0.012462
0.00126909,1.86762,0.0124508
0.00126967,1.86661,0.0124441
0.00127025,1.8646,0.0124307
0.00127083,1.86292,0.0124195
0.00127141,1.86158,0.0124105
0.00127199,1.8599,0.0123993
0.00127257,1.85889,0.0123926
0.00127315,1.85687,0.0123792
0.00127373,1.8552,0.012368
0.00127431,1.85385,0.012359
0.00127489,1.85184,0.0123456
0.00127547,1.84949,0.0123299
0.00127605,1.84747,0.0123165
0.00127663,1.84647,0.0123098
0.00127721,1.84411,0.0122941
0.00127779,1.84176,0.0122784
0.00127837,1.83908,0.0122605
0.00127895,1.83706,0.0122471
0.00127953,1.83438,0.0122292
0.00128011,1.8327,0.012218
0.00128069,1.83068,0.0122046
0.00128127,1.82766,0.0121844
0.00128185,1.82464,0.0121643
0.00128243,1.82128,0.0121419
0.00128301,1.8186,0.012124
0.00128359,1.81557,0.0121038
0.00128417,1.81222,0.0120814
0.00128475,1.80886,0.0120591
0.00128533,1.80483,0.0120322
0.00128591,1.80046,0.0120031
0.00128649,1.79543,0.0119695
0.00128707,1.7914,0.0119427
0.00128765,1.7867,0.0119113
0.00128823,1.78132,0.0118755
0.00128881,1.77494,0.011833
0.00128939,1.76789,0.011786
0.00128997,1.76051,0.0117367
0.00129055,1.75178,0.0116785
0.00129113,1.74506,0.0116337
0.00129171,1.737,0.01158
0.00129229,1.72659,0.0115106
0.00129287,1.71585,0.011439
0.00129345,1.70342,0.0113562
0.00129403,1.69201,0.01128
0.00129461,1.68294,0.0112196
0.00129519,1.67152,0.0111435
0.00129577,1.65876,0.0110584
0.00129635,1.646,0.0109734
0.00129693,1.63291,0.0108861
0.00129751,1.61914,0.0107943
0.00129809,1.6084,0.0107226
0.00129867,1.59765,0.010651
0.00129925,1.58422,0.0105615
0.00129983,1.57113,0.0104742
0.00130041,1.5587,0.0103913
0.00130099,1.54494,0.0102996
0.00130157,1.5305,0.0102033
0.00130215,1.5221,0.0101473
0.00130273,1.50934,0.0100623
0.00130331,1.49558,0.0099705
0.00130389,1.48147,0.00987648
0.00130447,1.46804,0.00978694
0.00130505,1.45495,0.00969964
0.00130563,1.44487,0.00963248
0.00130621,1.43278,0.0095519
0.00130679,1.41969,0.00946459
0.00130737,1.40659,0.00937729
0.00130795,1.39417,0.00929447
0.00130853,1.38007,0.00920045
0.00130911,1.36932,0.00912881
0.00130969,1.35791,0.0090527
0.00131027,1.34481,0.0089654
0.00131085,1.33171,0.0088781
0.00131143,1.31795,0.00878632
0.00131201,1.30384,0.0086923
0.00131259,1.29243,0.00861619
0.00131317,1.28135,0.00854232
0.00131375,1.26859,0.00845725
0.00131433,1.25549,0.00836995
0.00131491,1.24273,0.00828489
0.00131549,1.22897,0.00819311
0.00131607,1.21553,0.00810357
0.00131665,1.20546,0.00803641
0.00131723,1.19337,0.00795582
0.00131781,1.18028,0.00786852
0.00131839,1.16651,0.00777674
0.00131897,1.15308,0.0076872
0.00131955,1.13931,0.00759542
0.00132013,1.1289,0.00752602
0.00132071,1.11782,0.00745215
0.00132129,1.10439,0.00736261
0.00132187,1.09029,0.00726859
0.00132245,1.07719,0.00718129
0.00132303,1.06477,0.00709846
0.00132361,1.05201,0.0070134
0.00132419,1.04227,0.00694848
0.00132477,1.02918,0.00686118
0.00132535,1.01642,0.00677612
0.00132593,1.00299,0.00668657
0.00132651,0.989891,0.00659927
0.00132709,0.976795,0.00651197
0.00132767,0.967393,0.00644929
0.00132825,0.953626,0.00635751
0.00132883,0.940531,0.00627021
0.00132941,0.9271,0.00618067
0.00132999,0.914004,0.00609336
0.00133057,0.900909,0.00600606
0.00133115,0.889157,0.00592771
0.00133173,0.878076,0.00585384
0.00133231,0.865316,0.00576878
0.00133289,0.852221,0.00568147
0.00133347,0.838454,0.00558969
0.00133405,0.824687,0.00549791
0.00133463,0.81327,0.0054218
0.00133521,0.803197,0.00535465
0.00133579,0.790437,0.00526958
0.00133637,0.777678,0.00518452
0.00133695,0.763575,0.0050905
0.00133753,0.750144,0.00500096
0.00133811,0.737048,0.00491366
0.00133869,0.728654,0.00485769
0.00133927,0.714887,0.00476591
0.00133985,0.702127,0.00468085
0.00134043,0.687353,0.00458235
0.00134101,0.67325,0.00448833
0.00134159,0.661162,0.00440775
0.00134217,0.65176,0.00434507
0.00134275,0.638329,0.00425553
0.00134333,0.624898,0.00416599
0.00134391,0.611131,0.00407421
0.00134449,0.598371,0.00398914
0.00134507,0.585276,0.00390184
0.00134565,0.573523,0.00382349
0.00134623,0.563114,0.0037541
0.00134681,0.549683,0.00366455
0.00134739,0.536923,0.00357949
0.00134797,0.523492,0.00348995
0.00134855,0.509054,0.00339369
0.00134913,0.496294,0.00330863
0.00134971,0.487564,0.00325043
0.00135029,0.474133,0.00316088
0.00135087,0.460366,0.0030691
0.00135145,0.44727,0.0029818
0.00135203,0.434175,0.0028945
0.00135261,0.421415,0.00280943
0.00135319,0.412685,0.00275123
0.00135377,0.399925,0.00266617
0.00135435,0.385822,0.00257215
0.00135493,0.37172,0.00247813
0.00135551,0.358624,0.00239083
0.00135609,0.345529,0.00230353
0.00135667,0.333777,0.00222518
0.00135725,0.323032,0.00215354
0.00135783,0.309936,0.00206624
0.00135841,0.296505,0.0019767
0.00135899,0.283074,0.00188716
0.00135957,0.270314,0.00180209
0.00136015,0.256883,0.00171255
0.00136073,0.247817,0.00165211
0.00136131,0.235057,0.00156705
0.00136189,0.221626,0.00147751
0.00136247,0.207859,0.00138573
0.00136305,0.194428,0.00129619
0.00136363,0.180661,0.00120441
0.00136421,0.172266,0.00114844
0.00136479,0.159171,0.00106114
0.00136537,0.145404,0.00096936
0.00136595,0.131637,0.00087758
0.00136653,0.118877,0.000792515
0.00136711,0.105446,0.000702974
0.00136769,0.0960443,0.000640295
0.00136827,0.0826131,0.000550754
0.00136885,0.0695177,0.000463451
0.00136943,0.0564222,0.000376148
0.00137001,0.0436626,0.000291084
0.00137059,0.0298956,0.000199304
0.00137117,0.0168002,0.000112001
0.00137175,0.00806992,5.38E-05
0.00137233,-0.00401816,-2.68E-05
0.00137291,-0.0177851,-0.000118568
0.00137349,-0.0305448,-0.000203632
0.00137407,-0.0446475,-0.00029765
0.00137465,-0.057743,-0.000384953
0.00137523,-0.066809,-0.000445393
0.00137581,-0.0799044,-0.000532696
0.00137639,-0.0933356,-0.000622238
0.00137697,-0.105759,-0.000705063
0.00137755,-0.118855,-0.000792366
0.00137813,-0.133293,-0.000888623
0.00137871,-0.143031,-0.000953541
0.00137929,-0.154783,-0.00103189
0.00137987,-0.169222,-0.00112815
0.00138045,-0.181982,-0.00121321
0.00138103,-0.195077,-0.00130051
0.00138161,-0.208844,-0.00139229
0.00138219,-0.219253,-0.00146169
0.00138277,-0.23067,-0.0015378
0.00138335,-0.244101,-0.00162734
0.00138393,-0.258539,-0.0017236
0.00138451,-0.270963,-0.00180642
0.00138509,-0.284394,-0.00189596
0.00138567,-0.298161,-0.00198774
0.00138625,-0.306892,-0.00204594
0.00138683,-0.319651,-0.00213101
0.00138741,-0.333418,-0.00222279
0.00138799,-0.346178,-0.00230785
0.00138857,-0.359945,-0.00239963
0.00138915,-0.373712,-0.00249141
0.00138973,-0.383114,-0.00255409
0.00139031,-0.395202,-0.00263468
0.00139089,-0.408633,-0.00272422
0.00139147,-0.422064,-0.00281376
0.00139205,-0.435831,-0.00290554
0.00139263,-0.448591,-0.00299061
0.00139321,-0.459672,-0.00306448
0.00139379,-0.470752,-0.00313835
0.00139437,-0.484519,-0.00323013
0.00139495,-0.497951,-0.00331967
0.00139553,-0.511382,-0.00340921
0.00139611,-0.524477,-0.00349651
0.00139669,-0.536229,-0.00357486
0.00139727,-0.546639,-0.00364426
0.00139785,-0.56007,-0.0037338
0.00139843,-0.573165,-0.0038211
0.00139901,-0.586932,-0.00391288
0.00139959,-0.600028,-0.00400018
0.00140017,-0.613459,-0.00408973
0.00140075,-0.622861,-0.0041524
0.00140133,-0.635285,-0.00423523
0.00140191,-0.64838,-0.00432253
0.00140249,-0.662147,-0.00441431
0.00140307,-0.675578,-0.00450385
0.00140365,-0.689345,-0.00459563
0.00140423,-0.699754,-0.00466503
0.00140481,-0.710499,-0.00473666
0.00140539,-0.723595,-0.00482396
0.00140597,-0.737697,-0.00491798
0.00140655,-0.7518,-0.005012
0.00140713,-0.764224,-0.00509483
0.00140771,-0.775641,-0.00517094
0.00140829,-0.786386,-0.00524257
0.00140887,-0.800153,-0.00533435
0.00140945,-0.812912,-0.00541941
0.00141003,-0.826008,-0.00550672
0.00141061,-0.839439,-0.00559626
0.00141119,-0.85287,-0.0056858
0.00141177,-0.862272,-0.00574848
0.00141235,-0.875031,-0.00583354
0.00141293,-0.887455,-0.00591637
0.00141351,-0.900215,-0.00600143
0.00141409,-0.914318,-0.00609545
0.00141467,-0.927749,-0.00618499
0.00141525,-0.93883,-0.00625886
0.00141583,-0.950582,-0.00633721
0.00141641,-0.964013,-0.00642675
0.00141699,-0.977109,-0.00651406
0.00141757,-0.990876,-0.00660584
0.00141815,-1.00397,-0.00669314
0.00141873,-1.01472,-0.00676477
0.00141931,-1.02513,-0.00683417
0.00141989,-1.03923,-0.00692819
0.00142047,-1.05232,-0.00701549
0.00142105,-1.06542,-0.00710279
0.00142163,-1.07885,-0.00719233
0.00142221,-1.09161,-0.0072774
0.00142279,-1.10135,-0.00734231
0.00142337,-1.11444,-0.00742962
0.00142395,-1.12787,-0.00751916
0.00142453,-1.14131,-0.0076087
0.00142511,-1.15474,-0.00769824
0.00142569,-1.16817,-0.00778778
0.00142627,-1.17824,-0.00785494
0.00142685,-1.19033,-0.00793553
0.00142743,-1.20376,-0.00802507
0.00142801,-1.21652,-0.00811013
0.00142859,-1.22962,-0.00819743
0.00142917,-1.24305,-0.00828698
0.00142975,-1.25413,-0.00836085
0.00143033,-1.26454,-0.00843024
0.00143091,-1.27864,-0.00852426
0.00143149,-1.29207,-0.0086138
0.00143207,-1.30483,-0.00869887
0.00143265,-1.31725,-0.00878169
0.00143323,-1.33102,-0.00887347
0.00143381,-1.34076,-0.00893839
0.00143439,-1.35419,-0.00902793
0.00143497,-1.36728,-0.00911523
0.00143555,-1.38072,-0.00920477
0.00143613,-1.39448,-0.00929655
0.00143671,-1.40758,-0.00938386
0.00143729,-1.41664,-0.0094443
0.00143787,-1.42974,-0.0095316
0.00143845,-1.44284,-0.0096189
0.00143903,-1.45593,-0.00970621
0.00143961,-1.4697,-0.00979799
0.00144019,-1.48313,-0.00988753
0.00144077,-1.49421,-0.0099614
0.00144135,-1.50462,-0.0100308
0.00144193,-1.51805,-0.0101203
0.00144251,-1.53148,-0.0102099
0.00144309,-1.54525,-0.0103017
0.00144367,-1.55801,-0.0103867
0.00144425,-1.57043,-0.0104695
0.00144483,-1.5795,-0.01053
0.00144541,-1.5936,-0.010624
0.00144599,-1.60804,-0.0107203
0.00144657,-1.6208,-0.0108053
0.00144715,-1.63423,-0.0108949
0.00144773,-1.64733,-0.0109822
0.00144831,-1.65606,-0.0110404
0.00144889,-1.66848,-0.0111232
0.00144947,-1.68191,-0.0112127
0.00145005,-1.69568,-0.0113045
0.00145063,-1.70978,-0.0113985
0.00145121,-1.72187,-0.0114791
0.00145179,-1.73127,-0.0115418
0.00145237,-1.74369,-0.0116246
0.00145295,-1.7578,-0.0117186
0.00145353,-1.77156,-0.0118104
0.00145411,-1.78466,-0.0118977
0.00145469,-1.79742,-0.0119828
0.00145527,-1.80984,-0.0120656
0.00145585,-1.81958,-0.0121305
0.00145643,-1.83335,-0.0122223
0.00145701,-1.84644,-0.0123096
0.00145759,-1.85987,-0.0123992
0.00145817,-1.87331,-0.0124887
0.00145875,-1.88607,-0.0125738
0.00145933,-1.89513,-0.0126342
0.00145991,-1.9089,-0.012726
0.00146049,-1.92199,-0.0128133
0.00146107,-1.93542,-0.0129028
0.00146165,-1.94886,-0.0129924
0.00146223,-1.96195,-0.0130797
0.00146281,-1.97169,-0.0131446
0.00146339,-1.98411,-0.0132274
0.00146397,-1.99721,-0.0133147
0.00146455,-2.01064,-0.0134043
0.00146513,-2.0234,-0.0134893
0.00146571,-2.03649,-0.0135766
0.00146629,-2.0469,-0.013646
0.00146687,-2.06033,-0.0137356
0.00146745,-2.07309,-0.0138206
0.00146803,-2.08619,-0.0139079
0.00146861,-2.09996,-0.0139997
0.00146919,-2.11205,-0.0140803
0.00146977,-2.12581,-0.0141721
0.00147035,-2.13488,-0.0142325
0.00147093,-2.14865,-0.0143243
0.00147151,-2.16208,-0.0144138
0.00147209,-2.17551,-0.0145034
0.00147267,-2.1886,-0.0145907
0.00147325,-2.20237,-0.0146825
0.00147383,-2.21144,-0.0147429
0.00147441,-2.22352,-0.0148235
0.00147499,-2.23696,-0.014913
0.00147557,-2.25106,-0.0150071
0.00147615,-2.26415,-0.0150944
0.00147673,-2.27758,-0.0151839
0.00147731,-2.28799,-0.0152533
0.00147789,-2.30042,-0.0153361
0.00147847,-2.31351,-0.0154234
0.00147905,-2.32594,-0.0155062
0.00147963,-2.33903,-0.0155935
0.00148021,-2.35246,-0.0156831
0.00148079,-2.36556,-0.0157704
0.00148137,-2.37462,-0.0158308
0.00148195,-2.38839,-0.0159226
0.00148253,-2.40182,-0.0160122
0.00148311,-2.41559,-0.0161039
0.00148369,-2.42869,-0.0161912
0.00148427,-2.44145,-0.0162763
0.00148485,-2.45018,-0.0163345
0.00148543,-2.46327,-0.0164218
0.00148601,-2.47637,-0.0165091
0.00148659,-2.4908,-0.0166054
0.00148717,-2.50356,-0.0166904
0.00148775,-2.51666,-0.0167777
0.00148833,-2.5264,-0.0168427
0.00148891,-2.53882,-0.0169255
0.00148949,-2.55192,-0.0170128
0.00149007,-2.56501,-0.0171001
0.00149065,-2.57912,-0.0171941
0.00149123,-2.59322,-0.0172881
0.00149181,-2.6043,-0.017362
0.00149239,-2.61538,-0.0174359
0.00149297,-2.62881,-0.0175254
0.00149355,-2.64224,-0.0176149
0.00149413,-2.655,-0.0177
0.00149471,-2.6681,-0.0177873
0.00149529,-2.68254,-0.0178836
0.00149587,-2.69194,-0.0179462
0.00149645,-2.70403,-0.0180268
0.00149703,-2.71746,-0.0181164
0.00149761,-2.73055,-0.0182037
0.00149819,-2.74365,-0.018291
0.00149877,-2.75103,-0.0183402
0.00149935,-2.75103,-0.0183402
0.00149993,-2.75103,-0.0183402
0.00150051,-2.75103,-0.0183402
0.00150109,-2.75103,-0.0183402
0.00150167,-2.75103,-0.0183402
0.00150225,-2.75103,-0.0183402
0.00150283,-2.75103,-0.0183402
0.00150341,-2.75103,-0.0183402
0.00150399,-2.75103,-0.0183402
0.00150457,-2.75103,-0.0183402
0.00150515,-2.75103,-0.0183402
0.00150573,-2.75103,-0.0183402
0.00150631,-2.75103,-0.0183402
0.00150689,-2.75103,-0.0183402
0.00150747,-2.75103,-0.0183402
0.00150805,-2.75103,-0.0183402
0.00150863,-2.75103,-0.0183402
0.00150921,-2.75103,-0.0183402
0.00150979,-2.75103,-0.0183402
0.00151037,-2.75103,-0.0183402
0.00151095,-2.75103,-0.0183402
0.00151153,-2.75103,-0.0183402
0.00151211,-2.75103,-0.0183402
0.00151269,-2.75103,-0.0183402
0.00151327,-2.75103,-0.0183402
0.00151385,-2.75103,-0.0183402
0.00151443,-2.75103,-0.0183402
0.00151501,-2.75103,-0.0183402
0.00151559,-2.75103,-0.0183402
0.00151617,-2.75103,-0.0183402
0.00151675,-2.75103,-0.0183402
0.00151733,-2.75103,-0.0183402
0.00151791,-2.75103,-0.0183402
0.00151849,-2.75103,-0.0183402
0.00151907,-2.75103,-0.0183402
0.00151965,-2.75103,-0.0183402
0.00152023,-2.75103,-0.0183402
0.00152081,-2.75103,-0.0183402
0.00152139,-2.75103,-0.0183402
0.00152197,-2.75103,-0.0183402
0.00152255,-2.75103,-0.0183402
0.00152313,-2.75103,-0.0183402
0.00152371,-2.75103,-0.0183402
0.00152429,-2.75103,-0.0183402
0.00152487,-2.75103,-0.0183402
0.00152545,-2.75103,-0.0183402
0.00152603,-2.75103,-0.0183402
0.00152661,-2.75103,-0.0183402
0.00152719,-2.75103,-0.0183402
0.00152777,-2.75103,-0.0183402
0.00152835,-2.75103,-0.0183402
0.00152893,-2.75103,-0.0183402
0.00152951,-2.75103,-0.0183402
0.00153009,-2.75103,-0.0183402
0.00153067,-2.75103,-0.0183402
0.00153125,-2.75103,-0.0183402
0.00153183,-2.75103,-0.0183402
0.00153241,-2.75103,-0.0183402
0.00153299,-2.75103,-0.0183402
0.00153357,-2.75103,-0.0183402
0.00153415,-2.75103,-0.0183402
0.00153473,-2.75103,-0.0183402
0.00153531,-2.75103,-0.0183402
0.00153589,-2.75103,-0.0183402
0.00153647,-2.75103,-0.0183402
0.00153705,-2.75103,-0.0183402
0.00153763,-2.75103,-0.0183402
0.00153821,-2.75103,-0.0183402
0.00153879,-2.75103,-0.0183402
0.00153937,-2.75103,-0.0183402
0.00153995,-2.75103,-0.0183402
0.00154053,-2.75103,-0.0183402
0.00154111,-2.75103,-0.0183402
0.00154169,-2.75103,-0.0183402
0.00154227,-2.75103,-0.0183402
0.00154285,-2.75103,-0.0183402
0.00154343,-2.75103,-0.0183402
0.00154401,-2.75103,-0.0183402
0.00154459,-2.75103,-0.0183402
0.00154517,-2.75103,-0.0183402
0.00154575,-2.75103,-0.0183402
0.00154633,-2.75103,-0.0183402
0.00154691,-2.75103,-0.0183402
