,#Digilent WaveForms Oscilloscope XY,
,#Device Name: Discovery2,
,#Serial Number: SN:210321AA2225,
,#Date Time: 2019-02-11 12:30:44.188,
,,
Times,Channel2V,Math 1 (A)
-0.00102597,-2.10298,-0.0140199
-0.00102539,-2.08854,-0.0139236
-0.00102481,-2.07612,-0.0138408
-0.00102423,-2.06302,-0.0137535
-0.00102365,-2.04959,-0.0136639
-0.00102307,-2.04019,-0.0136013
-0.00102249,-2.02776,-0.0135184
-0.00102191,-2.01467,-0.0134311
-0.00102133,-2.00023,-0.0133349
-0.00102075,-1.98713,-0.0132476
-0.00102017,-1.97438,-0.0131625
-0.00101959,-1.96397,-0.0130931
-0.00101901,-1.95154,-0.0130103
-0.00101843,-1.93811,-0.0129207
-0.00101785,-1.92569,-0.0128379
-0.00101727,-1.91192,-0.0127461
-0.00101669,-1.89882,-0.0126588
-0.00101611,-1.88707,-0.0125805
-0.00101553,-1.87666,-0.0125111
-0.00101495,-1.86357,-0.0124238
-0.00101437,-1.8498,-0.012332
-0.00101379,-1.83603,-0.0122402
-0.00101321,-1.8226,-0.0121507
-0.00101263,-1.80984,-0.0120656
-0.00101205,-1.80111,-0.0120074
-0.00101147,-1.78835,-0.0119224
-0.00101089,-1.77492,-0.0118328
-0.00101031,-1.76015,-0.0117343
-0.00100973,-1.74739,-0.0116493
-0.00100915,-1.73463,-0.0115642
-0.00100857,-1.72422,-0.0114948
-0.00100799,-1.71213,-0.0114142
-0.00100741,-1.69904,-0.0113269
-0.00100683,-1.68527,-0.0112351
-0.00100625,-1.67217,-0.0111478
-0.00100567,-1.65841,-0.011056
-0.00100509,-1.64733,-0.0109822
-0.00100451,-1.63692,-0.0109128
-0.00100393,-1.62315,-0.010821
-0.00100335,-1.60972,-0.0107315
-0.00100277,-1.59696,-0.0106464
-0.00100219,-1.58353,-0.0105568
-0.00100161,-1.57077,-0.0104718
-0.00100103,-1.56137,-0.0104091
-0.00100045,-1.54793,-0.0103196
-0.00099987,-1.53316,-0.0102211
-0.00099929,-1.52006,-0.0101338
-0.00099871,-1.50798,-0.0100532
-0.00099813,-1.49455,-0.00996364
-0.00099755,-1.48481,-0.00989872
-0.00099697,-1.47238,-0.00981589
-0.00099639,-1.45962,-0.00973083
-0.00099581,-1.44619,-0.00964129
-0.00099523,-1.43243,-0.00954951
-0.00099465,-1.41866,-0.00945773
-0.00099407,-1.40758,-0.00938386
-0.00099349,-1.39683,-0.00931222
-0.00099291,-1.38374,-0.00922492
-0.00099233,-1.37031,-0.00913538
-0.00099175,-1.35721,-0.00904808
-0.00099117,-1.34378,-0.00895854
-0.00099059,-1.33203,-0.00888019
-0.00099001,-1.32162,-0.00881079
-0.00098943,-1.30886,-0.00872573
-0.00098885,-1.29543,-0.00863619
-0.00098827,-1.282,-0.00854665
-0.00098769,-1.26789,-0.00845263
-0.00098711,-1.2548,-0.00836532
-0.00098653,-1.24506,-0.00830041
-0.00098595,-1.23364,-0.0082243
-0.00098537,-1.22021,-0.00813476
-0.00098479,-1.20712,-0.00804745
-0.00098421,-1.19302,-0.00795343
-0.00098363,-1.17992,-0.00786613
-0.00098305,-1.16917,-0.0077945
-0.00098247,-1.15877,-0.0077251
-0.00098189,-1.14466,-0.00763109
-0.00098131,-1.1309,-0.00753931
-0.00098073,-1.1178,-0.007452
-0.00098015,-1.10437,-0.00736246
-0.00097957,-1.09228,-0.00728187
-0.00097899,-1.08221,-0.00721472
-0.00097841,-1.06844,-0.00712294
-0.00097783,-1.05535,-0.00703564
-0.00097725,-1.04158,-0.00694386
-0.00097667,-1.02848,-0.00685655
-0.00097609,-1.01572,-0.00677149
-0.00097551,-1.00699,-0.00671329
-0.00097493,-0.993898,-0.00662598
-0.00097435,-0.980131,-0.0065342
-0.00097377,-0.967035,-0.0064469
-0.00097319,-0.953268,-0.00635512
-0.00097261,-0.939165,-0.0062611
-0.00097203,-0.929428,-0.00619619
-0.00097145,-0.918347,-0.00612231
-0.00097087,-0.905587,-0.00603725
-0.00097029,-0.891149,-0.00594099
-0.00096971,-0.878725,-0.00585817
-0.00096913,-0.865294,-0.00576863
-0.00096855,-0.852534,-0.00568356
-0.00096797,-0.842797,-0.00561864
-0.00096739,-0.829365,-0.0055291
-0.00096681,-0.815934,-0.00543956
-0.00096623,-0.802503,-0.00535002
-0.00096565,-0.789408,-0.00526272
-0.00096507,-0.776648,-0.00517765
-0.00096449,-0.767246,-0.00511497
-0.00096391,-0.753815,-0.00502543
-0.00096333,-0.740384,-0.00493589
-0.00096275,-0.726617,-0.00484411
-0.00096217,-0.713857,-0.00475905
-0.00096159,-0.700762,-0.00467174
-0.00096101,-0.692031,-0.00461354
-0.00096043,-0.679272,-0.00452848
-0.00095985,-0.665841,-0.00443894
-0.00095927,-0.652074,-0.00434716
-0.00095869,-0.638307,-0.00425538
-0.00095811,-0.625211,-0.00416807
-0.00095753,-0.612452,-0.00408301
-0.00095695,-0.602714,-0.00401809
-0.00095637,-0.589618,-0.00393079
-0.00095579,-0.576859,-0.00384573
-0.00095521,-0.563428,-0.00375618
-0.00095463,-0.550668,-0.00367112
-0.00095405,-0.537573,-0.00358382
-0.00095347,-0.527499,-0.00351666
-0.00095289,-0.513396,-0.00342264
-0.00095231,-0.500637,-0.00333758
-0.00095173,-0.487877,-0.00325251
-0.00095115,-0.474446,-0.00316297
-0.00095057,-0.460679,-0.00307119
-0.00094999,-0.452284,-0.00301523
-0.00094941,-0.439525,-0.00293017
-0.00094883,-0.426429,-0.00284286
-0.00094825,-0.412662,-0.00275108
-0.00094767,-0.398895,-0.0026593
-0.00094709,-0.3858,-0.002572
-0.00094651,-0.376398,-0.00250932
-0.00094593,-0.363639,-0.00242426
-0.00094535,-0.349872,-0.00233248
-0.00094477,-0.336776,-0.00224517
-0.00094419,-0.324017,-0.00216011
-0.00094361,-0.310585,-0.00207057
-0.00094303,-0.297154,-0.00198103
-0.00094245,-0.288424,-0.00192283
-0.00094187,-0.274993,-0.00183328
-0.00094129,-0.261561,-0.00174374
-0.00094071,-0.24813,-0.0016542
-0.00094013,-0.235035,-0.0015669
-0.00093955,-0.220596,-0.00147064
-0.00093897,-0.211194,-0.00140796
-0.00093839,-0.198771,-0.00132514
-0.00093781,-0.185675,-0.00123783
-0.00093723,-0.172915,-0.00115277
-0.00093665,-0.158813,-0.00105875
-0.00093607,-0.145382,-0.00096921
-0.00093549,-0.136315,-0.00090877
-0.00093491,-0.123892,-0.000825944
-0.00093433,-0.11046,-0.000736403
-0.00093375,-0.0970292,-0.000646861
-0.00093317,-0.083598,-0.00055732
-0.00093259,-0.0701668,-0.000467779
-0.00093201,-0.057743,-0.000384953
-0.00093143,-0.0486769,-0.000324513
-0.00093085,-0.0349099,-0.000232733
-0.00093027,-0.0214787,-0.000143191
-0.00092969,-0.0083833,-5.59E-05
-0.00092911,0.00437634,2.92E-05
-0.00092853,0.0174718,0.000116478
-0.00092795,0.0268736,0.000179157
-0.00092737,0.0403048,0.000268699
-0.00092679,0.0530644,0.000353763
-0.00092621,0.0664956,0.000443304
-0.00092563,0.0799268,0.000532846
-0.00092505,0.0930223,0.000620148
-0.00092447,0.102088,0.000680589
-0.00092389,0.114512,0.000763415
-0.00092331,0.127943,0.000852956
-0.00092273,0.142046,0.000946974
-0.00092215,0.155477,0.00103652
-0.00092157,0.169244,0.0011283
-0.00092099,0.179318,0.00119545
-0.00092041,0.190734,0.00127156
-0.00091983,0.204501,0.00136334
-0.00091925,0.217597,0.00145064
-0.00091867,0.231028,0.00154019
-0.00091809,0.244795,0.00163197
-0.00091751,0.258226,0.00172151
-0.00091693,0.266956,0.00177971
-0.00091635,0.279044,0.0018603
-0.00091577,0.29214,0.0019476
-0.00091519,0.305907,0.00203938
-0.00091461,0.32001,0.0021334
-0.00091403,0.332769,0.00221846
-0.00091345,0.342507,0.00228338
-0.00091287,0.354931,0.0023662
-0.00091229,0.36769,0.00245127
-0.00091171,0.38045,0.00253633
-0.00091113,0.394553,0.00263035
-0.00091055,0.408991,0.00272661
-0.00090997,0.419736,0.00279824
-0.00090939,0.430481,0.00286987
-0.00090881,0.442905,0.0029527
-0.00090823,0.457344,0.00304896
-0.00090765,0.470439,0.00313626
-0.00090707,0.48387,0.0032258
-0.00090649,0.495958,0.00330639
-0.00090591,0.506032,0.00337354
-0.00090533,0.519463,0.00346309
-0.00090475,0.532223,0.00354815
-0.00090417,0.545654,0.00363769
-0.00090359,0.559756,0.00373171
-0.00090301,0.573523,0.00382349
-0.00090243,0.58259,0.00388393
-0.00090185,0.594678,0.00396452
-0.00090127,0.607773,0.00405182
-0.00090069,0.621204,0.00414136
-0.00090011,0.6343,0.00422866
-0.00089953,0.648067,0.00432044
-0.00089895,0.658476,0.00438984
-0.00089837,0.670228,0.00446819
-0.00089779,0.684331,0.00456221
-0.00089721,0.698434,0.00465622
-0.00089663,0.711193,0.00474129
-0.00089605,0.723953,0.00482635
-0.00089547,0.735369,0.00490246
-0.00089489,0.745443,0.00496962
-0.00089431,0.758874,0.00505916
-0.00089373,0.771969,0.00514646
-0.00089315,0.785401,0.005236
-0.00089257,0.798496,0.00532331
-0.00089199,0.81092,0.00540613
-0.00089141,0.820658,0.00547105
-0.00089083,0.834089,0.00556059
-0.00089025,0.847184,0.00564789
-0.00088967,0.86028,0.0057352
-0.00088909,0.873375,0.0058225
-0.00088851,0.887478,0.00591652
-0.00088793,0.89923,0.00599487
-0.00088735,0.910311,0.00606874
-0.00088677,0.922735,0.00615156
-0.00088619,0.93583,0.00623887
-0.00088561,0.949597,0.00633065
-0.00088503,0.962692,0.00641795
-0.00088445,0.974781,0.00649854
-0.00088387,0.984518,0.00656345
-0.00088329,0.997614,0.00665076
-0.00088271,1.01138,0.00674254
-0.00088213,1.02515,0.00683432
-0.00088155,1.03891,0.0069261
-0.00088097,1.05134,0.00700892
-0.00088039,1.06074,0.0070716
-0.00087981,1.07417,0.00716114
-0.00087923,1.08693,0.00724621
-0.00087865,1.10003,0.00733351
-0.00087807,1.11413,0.00742753
-0.00087749,1.1279,0.00751931
-0.00087691,1.13595,0.00757303
-0.00087633,1.14939,0.00766257
-0.00087575,1.16248,0.00774988
-0.00087517,1.17524,0.00783494
-0.00087459,1.18934,0.00792896
-0.00087401,1.20177,0.00801179
-0.00087343,1.21386,0.00809237
-0.00087285,1.2246,0.00816401
-0.00087227,1.23803,0.00825355
-0.00087169,1.25113,0.00834085
-0.00087111,1.26456,0.00843039
-0.00087053,1.27799,0.00851993
-0.00086995,1.29041,0.00860276
-0.00086937,1.29948,0.0086632
-0.00086879,1.31258,0.0087505
-0.00086821,1.32701,0.00884676
-0.00086763,1.34078,0.00893854
-0.00086705,1.35421,0.00902808
-0.00086647,1.36697,0.00911314
-0.00086589,1.3757,0.00917135
-0.00086531,1.38913,0.00926089
-0.00086473,1.40156,0.00934371
-0.00086415,1.41532,0.00943549
-0.00086357,1.42909,0.00952727
-0.00086299,1.44387,0.00962577
-0.00086241,1.4536,0.00969069
-0.00086183,1.46368,0.00975784
-0.00086125,1.47744,0.00984962
-0.00086067,1.49121,0.0099414
-0.00086009,1.50498,0.0100332
-0.00085951,1.51807,0.0101205
-0.00085893,1.53083,0.0102055
-0.00085835,1.53956,0.0102638
-0.00085777,1.55299,0.0103533
-0.00085719,1.56609,0.0104406
-0.00085661,1.57952,0.0105301
-0.00085603,1.59329,0.0106219
-0.00085545,1.60605,0.010707
-0.00085487,1.61511,0.0107674
-0.00085429,1.62821,0.0108547
-0.00085371,1.6403,0.0109353
-0.00085313,1.65339,0.0110226
-0.00085255,1.66649,0.0111099
-0.00085197,1.67958,0.0111972
-0.00085139,1.68831,0.0112554
-0.00085081,1.69872,0.0113248
-0.00085023,1.71081,0.0114054
-0.00084965,1.72223,0.0114815
-0.00084907,1.7323,0.0115487
-0.00084849,1.74237,0.0116158
-0.00084791,1.75077,0.0116718
-0.00084733,1.75681,0.0117121
-0.00084675,1.76454,0.0117636
-0.00084617,1.77125,0.0118083
-0.00084559,1.77763,0.0118509
-0.00084501,1.78367,0.0118912
-0.00084443,1.78905,0.011927
-0.00084385,1.7924,0.0119494
-0.00084327,1.79643,0.0119762
-0.00084269,1.80147,0.0120098
-0.00084211,1.80584,0.0120389
-0.00084153,1.80987,0.0120658
-0.00084095,1.81322,0.0120882
-0.00084037,1.81591,0.0121061
-0.00083979,1.81927,0.0121284
-0.00083921,1.82195,0.0121464
-0.00083863,1.82531,0.0121687
-0.00083805,1.82833,0.0121889
-0.00083747,1.83068,0.0122046
-0.00083689,1.83303,0.0122202
-0.00083631,1.83471,0.0122314
-0.00083573,1.83774,0.0122516
-0.00083515,1.84009,0.0122672
-0.00083457,1.84244,0.0122829
-0.00083399,1.84479,0.0122986
-0.00083341,1.84714,0.0123142
-0.00083283,1.84882,0.0123254
-0.00083225,1.85049,0.0123366
-0.00083167,1.85251,0.0123501
-0.00083109,1.85385,0.012359
-0.00083051,1.85587,0.0123724
-0.00082993,1.85755,0.0123836
-0.00082935,1.85923,0.0123948
-0.00082877,1.8609,0.012406
-0.00082819,1.86258,0.0124172
-0.00082761,1.86393,0.0124262
-0.00082703,1.86527,0.0124351
-0.00082645,1.86661,0.0124441
-0.00082587,1.86796,0.012453
-0.00082529,1.86963,0.0124642
-0.00082471,1.87165,0.0124777
-0.00082413,1.87299,0.0124866
-0.00082355,1.874,0.0124933
-0.00082297,1.87568,0.0125045
-0.00082239,1.87669,0.0125112
-0.00082181,1.87736,0.0125157
-0.00082123,1.8787,0.0125247
-0.00082065,1.88038,0.0125359
-0.00082007,1.88139,0.0125426
-0.00081949,1.88307,0.0125538
-0.00081891,1.88407,0.0125605
-0.00081833,1.88508,0.0125672
-0.00081775,1.88642,0.0125762
-0.00081717,1.88743,0.0125829
-0.00081659,1.88877,0.0125918
-0.00081601,1.89012,0.0126008
-0.00081543,1.89146,0.0126097
-0.00081485,1.89247,0.0126164
-0.00081427,1.8928,0.0126187
-0.00081369,1.89415,0.0126276
-0.00081311,1.89549,0.0126366
-0.00081253,1.8965,0.0126433
-0.00081195,1.8975,0.01265
-0.00081137,1.89818,0.0126545
-0.00081079,1.89885,0.012659
-0.00081021,1.89985,0.0126657
-0.00080963,1.90153,0.0126769
-0.00080905,1.90254,0.0126836
-0.00080847,1.90321,0.0126881
-0.00080789,1.90456,0.012697
-0.00080731,1.90523,0.0127015
-0.00080673,1.90623,0.0127082
-0.00080615,1.90724,0.0127149
-0.00080557,1.90791,0.0127194
-0.00080499,1.90926,0.0127284
-0.00080441,1.90993,0.0127329
-0.00080383,1.91094,0.0127396
-0.00080325,1.91194,0.0127463
-0.00080267,1.91228,0.0127485
-0.00080209,1.91329,0.0127552
-0.00080151,1.91429,0.012762
-0.00080093,1.91496,0.0127664
-0.00080035,1.91631,0.0127754
-0.00079977,1.91664,0.0127776
-0.00079919,1.91732,0.0127821
-0.00079861,1.91832,0.0127888
-0.00079803,1.91899,0.0127933
-0.00079745,1.91967,0.0127978
-0.00079687,1.92034,0.0128022
-0.00079629,1.92134,0.012809
-0.00079571,1.92269,0.0128179
-0.00079513,1.92336,0.0128224
-0.00079455,1.92403,0.0128269
-0.00079397,1.92437,0.0128291
-0.00079339,1.92537,0.0128358
-0.00079281,1.92638,0.0128425
-0.00079223,1.92739,0.0128493
-0.00079165,1.92873,0.0128582
-0.00079107,1.92907,0.0128604
-0.00079049,1.92974,0.0128649
-0.00078991,1.93075,0.0128716
-0.00078933,1.93142,0.0128761
-0.00078875,1.93243,0.0128828
-0.00078817,1.93243,0.0128828
-0.00078759,1.9331,0.0128873
-0.00078701,1.93444,0.0128963
-0.00078643,1.93545,0.012903
-0.00078585,1.93578,0.0129052
-0.00078527,1.93578,0.0129052
-0.00078469,1.93645,0.0129097
-0.00078411,1.93746,0.0129164
-0.00078353,1.93813,0.0129209
-0.00078295,1.9388,0.0129254
-0.00078237,1.93948,0.0129298
-0.00078179,1.94015,0.0129343
-0.00078121,1.94048,0.0129366
-0.00078063,1.94149,0.0129433
-0.00078005,1.9425,0.01295
-0.00077947,1.94351,0.0129567
-0.00077889,1.94418,0.0129612
-0.00077831,1.94418,0.0129612
-0.00077773,1.94552,0.0129701
-0.00077715,1.94586,0.0129724
-0.00077657,1.94619,0.0129746
-0.00077599,1.9472,0.0129813
-0.00077541,1.94787,0.0129858
-0.00077483,1.94888,0.0129925
-0.00077425,1.94955,0.012997
-0.00077367,1.94989,0.0129992
-0.00077309,1.95056,0.0130037
-0.00077251,1.95123,0.0130082
-0.00077193,1.95156,0.0130104
-0.00077135,1.95257,0.0130171
-0.00077077,1.95257,0.0130171
-0.00077019,1.95358,0.0130239
-0.00076961,1.95425,0.0130283
-0.00076903,1.95459,0.0130306
-0.00076845,1.95559,0.0130373
-0.00076787,1.95593,0.0130395
-0.00076729,1.9566,0.013044
-0.00076671,1.95727,0.0130485
-0.00076613,1.95794,0.013053
-0.00076555,1.95862,0.0130574
-0.00076497,1.95862,0.0130574
-0.00076439,1.95962,0.0130642
-0.00076381,1.96063,0.0130709
-0.00076323,1.9613,0.0130753
-0.00076265,1.96197,0.0130798
-0.00076207,1.96231,0.0130821
-0.00076149,1.96265,0.0130843
-0.00076091,1.96332,0.0130888
-0.00076033,1.96432,0.0130955
-0.00075975,1.96432,0.0130955
-0.00075917,1.96466,0.0130977
-0.00075859,1.96533,0.0131022
-0.00075801,1.96634,0.0131089
-0.00075743,1.96701,0.0131134
-0.00075685,1.96768,0.0131179
-0.00075627,1.96835,0.0131224
-0.00075569,1.96869,0.0131246
-0.00075511,1.96936,0.0131291
-0.00075453,1.97003,0.0131335
-0.00075395,1.9707,0.013138
-0.00075337,1.97104,0.0131403
-0.00075279,1.97171,0.0131447
-0.00075221,1.97238,0.0131492
-0.00075163,1.97305,0.0131537
-0.00075105,1.97373,0.0131582
-0.00075047,1.9744,0.0131627
-0.00074989,1.97473,0.0131649
-0.00074931,1.97507,0.0131671
-0.00074873,1.9754,0.0131694
-0.00074815,1.97574,0.0131716
-0.00074757,1.97708,0.0131806
-0.00074699,1.97742,0.0131828
-0.00074641,1.97742,0.0131828
-0.00074583,1.97876,0.0131918
-0.00074525,1.9791,0.013194
-0.00074467,1.97943,0.0131962
-0.00074409,1.97943,0.0131962
-0.00074351,1.98011,0.0132007
-0.00074293,1.98111,0.0132074
-0.00074235,1.98145,0.0132097
-0.00074177,1.98178,0.0132119
-0.00074119,1.98212,0.0132141
-0.00074061,1.98279,0.0132186
-0.00074003,1.98346,0.0132231
-0.00073945,1.98414,0.0132276
-0.00073887,1.98447,0.0132298
-0.00073829,1.98548,0.0132365
-0.00073771,1.98581,0.0132388
-0.00073713,1.98649,0.0132432
-0.00073655,1.98749,0.01325
-0.00073597,1.98816,0.0132544
-0.00073539,1.98816,0.0132544
-0.00073481,1.98884,0.0132589
-0.00073423,1.98951,0.0132634
-0.00073365,1.99018,0.0132679
-0.00073307,1.99052,0.0132701
-0.00073249,1.99085,0.0132723
-0.00073191,1.99085,0.0132723
-0.00073133,1.99152,0.0132768
-0.00073075,1.99219,0.0132813
-0.00073017,1.99253,0.0132835
-0.00072959,1.9932,0.013288
-0.00072901,1.99387,0.0132925
-0.00072843,1.99421,0.0132947
-0.00072785,1.99454,0.013297
-0.00072727,1.99555,0.0133037
-0.00072669,1.99656,0.0133104
-0.00072611,1.99656,0.0133104
-0.00072553,1.99689,0.0133126
-0.00072495,1.99689,0.0133126
-0.00072437,1.99757,0.0133171
-0.00072379,1.99824,0.0133216
-0.00072321,1.99824,0.0133216
-0.00072263,1.99958,0.0133305
-0.00072205,2.00025,0.013335
-0.00072147,2.00059,0.0133373
-0.00072089,2.00092,0.0133395
-0.00072031,2.00126,0.0133417
-0.00071973,2.0016,0.013344
-0.00071915,2.0026,0.0133507
-0.00071857,2.00294,0.0133529
-0.00071799,2.00361,0.0133574
-0.00071741,2.00395,0.0133596
-0.00071683,2.00428,0.0133619
-0.00071625,2.00495,0.0133664
-0.00071567,2.00529,0.0133686
-0.00071509,2.00596,0.0133731
-0.00071451,2.00663,0.0133776
-0.00071393,2.0073,0.013382
-0.00071335,2.0073,0.013382
-0.00071277,2.00798,0.0133865
-0.00071219,2.00865,0.013391
-0.00071161,2.00932,0.0133955
-0.00071103,2.00965,0.0133977
-0.00071045,2.01033,0.0134022
-0.00070987,2.01133,0.0134089
-0.00070929,2.011,0.0134067
-0.00070871,2.01133,0.0134089
-0.00070813,2.01234,0.0134156
-0.00070755,2.01268,0.0134178
-0.00070697,2.01335,0.0134223
-0.00070639,2.01335,0.0134223
-0.00070581,2.01402,0.0134268
-0.00070523,2.01368,0.0134246
-0.00070465,2.01402,0.0134268
-0.00070407,2.01469,0.0134313
-0.00070349,2.01536,0.0134358
-0.00070291,2.01603,0.0134402
-0.00070233,2.01671,0.0134447
-0.00070175,2.01738,0.0134492
-0.00070117,2.01771,0.0134514
-0.00070059,2.01838,0.0134559
-0.00070001,2.01872,0.0134581
-0.00069943,2.01939,0.0134626
-0.00069885,2.01906,0.0134604
-0.00069827,2.01872,0.0134581
-0.00069769,2.01838,0.0134559
-0.00069711,2.01771,0.0134514
-0.00069653,2.01771,0.0134514
-0.00069595,2.01671,0.0134447
-0.00069537,2.01603,0.0134402
-0.00069479,2.01536,0.0134358
-0.00069421,2.01503,0.0134335
-0.00069363,2.01436,0.013429
-0.00069305,2.01402,0.0134268
-0.00069247,2.01335,0.0134223
-0.00069189,2.01268,0.0134178
-0.00069131,2.01234,0.0134156
-0.00069073,2.012,0.0134134
-0.00069015,2.01167,0.0134111
-0.00068957,2.01066,0.0134044
-0.00068899,2.01066,0.0134044
-0.00068841,2.01066,0.0134044
-0.00068783,2.00999,0.0133999
-0.00068725,2.00898,0.0133932
-0.00068667,2.00898,0.0133932
-0.00068609,2.00865,0.013391
-0.00068551,2.00798,0.0133865
-0.00068493,2.0073,0.013382
-0.00068435,2.00663,0.0133776
-0.00068377,2.00596,0.0133731
-0.00068319,2.00563,0.0133708
-0.00068261,2.00529,0.0133686
-0.00068203,2.00462,0.0133641
-0.00068145,2.00428,0.0133619
-0.00068087,2.00395,0.0133596
-0.00068029,2.00327,0.0133552
-0.00067971,2.00294,0.0133529
-0.00067913,2.0026,0.0133507
-0.00067855,2.00193,0.0133462
-0.00067797,2.00126,0.0133417
-0.00067739,2.00059,0.0133373
-0.00067681,1.99992,0.0133328
-0.00067623,1.99992,0.0133328
-0.00067565,1.99925,0.0133283
-0.00067507,1.99857,0.0133238
-0.00067449,1.99891,0.0133261
-0.00067391,1.99824,0.0133216
-0.00067333,1.99723,0.0133149
-0.00067275,1.99656,0.0133104
-0.00067217,1.99589,0.0133059
-0.00067159,1.99555,0.0133037
-0.00067101,1.99488,0.0132992
-0.00067043,1.99454,0.013297
-0.00066985,1.99387,0.0132925
-0.00066927,1.9932,0.013288
-0.00066869,1.99287,0.0132858
-0.00066811,1.99253,0.0132835
-0.00066753,1.99219,0.0132813
-0.00066695,1.99152,0.0132768
-0.00066637,1.99119,0.0132746
-0.00066579,1.99052,0.0132701
-0.00066521,1.98984,0.0132656
-0.00066463,1.98951,0.0132634
-0.00066405,1.98917,0.0132611
-0.00066347,1.98816,0.0132544
-0.00066289,1.98783,0.0132522
-0.00066231,1.98716,0.0132477
-0.00066173,1.98649,0.0132432
-0.00066115,1.98615,0.013241
-0.00066057,1.98581,0.0132388
-0.00065999,1.98514,0.0132343
-0.00065941,1.98447,0.0132298
-0.00065883,1.9838,0.0132253
-0.00065825,1.98346,0.0132231
-0.00065767,1.98313,0.0132209
-0.00065709,1.98279,0.0132186
-0.00065651,1.98212,0.0132141
-0.00065593,1.98145,0.0132097
-0.00065535,1.98111,0.0132074
-0.00065477,1.98044,0.0132029
-0.00065419,1.97977,0.0131985
-0.00065361,1.9791,0.013194
-0.00065303,1.97876,0.0131918
-0.00065245,1.97843,0.0131895
-0.00065187,1.97776,0.013185
-0.00065129,1.97708,0.0131806
-0.00065071,1.97675,0.0131783
-0.00065013,1.9754,0.0131694
-0.00064955,1.97473,0.0131649
-0.00064897,1.97406,0.0131604
-0.00064839,1.97406,0.0131604
-0.00064781,1.97373,0.0131582
-0.00064723,1.97305,0.0131537
-0.00064665,1.97205,0.013147
-0.00064607,1.97171,0.0131447
-0.00064549,1.97138,0.0131425
-0.00064491,1.97037,0.0131358
-0.00064433,1.9697,0.0131313
-0.00064375,1.96936,0.0131291
-0.00064317,1.96936,0.0131291
-0.00064259,1.96869,0.0131246
-0.00064201,1.96768,0.0131179
-0.00064143,1.96735,0.0131156
-0.00064085,1.96667,0.0131112
-0.00064027,1.966,0.0131067
-0.00063969,1.96533,0.0131022
-0.00063911,1.965,0.0131
-0.00063853,1.96466,0.0130977
-0.00063795,1.96365,0.013091
-0.00063737,1.96298,0.0130865
-0.00063679,1.96231,0.0130821
-0.00063621,1.96197,0.0130798
-0.00063563,1.9613,0.0130753
-0.00063505,1.96029,0.0130686
-0.00063447,1.95996,0.0130664
-0.00063389,1.95962,0.0130642
-0.00063331,1.95895,0.0130597
-0.00063273,1.95828,0.0130552
-0.00063215,1.95794,0.013053
-0.00063157,1.95727,0.0130485
-0.00063099,1.9566,0.013044
-0.00063041,1.95593,0.0130395
-0.00062983,1.95526,0.0130351
-0.00062925,1.95492,0.0130328
-0.00062867,1.95425,0.0130283
-0.00062809,1.95358,0.0130239
-0.00062751,1.95324,0.0130216
-0.00062693,1.95257,0.0130171
-0.00062635,1.9519,0.0130127
-0.00062577,1.95123,0.0130082
-0.00062519,1.95022,0.0130015
-0.00062461,1.94955,0.012997
-0.00062403,1.94921,0.0129948
-0.00062345,1.94821,0.012988
-0.00062287,1.94787,0.0129858
-0.00062229,1.9472,0.0129813
-0.00062171,1.94619,0.0129746
-0.00062113,1.94552,0.0129701
-0.00062055,1.94485,0.0129657
-0.00061997,1.94418,0.0129612
-0.00061939,1.94351,0.0129567
-0.00061881,1.9425,0.01295
-0.00061823,1.94183,0.0129455
-0.00061765,1.94116,0.012941
-0.00061707,1.94048,0.0129366
-0.00061649,1.94015,0.0129343
-0.00061591,1.93981,0.0129321
-0.00061533,1.93914,0.0129276
-0.00061475,1.9378,0.0129187
-0.00061417,1.93713,0.0129142
-0.00061359,1.93645,0.0129097
-0.00061301,1.93612,0.0129075
-0.00061243,1.93511,0.0129007
-0.00061185,1.93444,0.0128963
-0.00061127,1.93343,0.0128895
-0.00061069,1.9331,0.0128873
-0.00061011,1.93243,0.0128828
-0.00060953,1.93175,0.0128784
-0.00060895,1.93041,0.0128694
-0.00060837,1.92974,0.0128649
-0.00060779,1.92873,0.0128582
-0.00060721,1.92806,0.0128537
-0.00060663,1.92772,0.0128515
-0.00060605,1.92739,0.0128493
-0.00060547,1.92638,0.0128425
