#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:31:11.950,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of small resistor (470): Range: 500 mV/div Offset: 0 V,,
#current of small resistor: Function: C1 / 470,,
,,
Time (s),voltage of small resistor (470) (V),current of small resistor (mA)
0.459,-0.000312449,-6.65E-07
0.45925,-0.000312449,-6.65E-07
0.4595,-0.000312449,-6.65E-07
0.45975,-0.000312449,-6.65E-07
0.46,-0.000312449,-6.65E-07
0.46025,-0.000312449,-6.65E-07
0.4605,-0.000312449,-6.65E-07
0.46075,-0.000312449,-6.65E-07
0.461,-0.000312449,-6.65E-07
0.46125,-0.000312449,-6.65E-07
0.4615,-0.000312449,-6.65E-07
0.46175,-0.000312449,-6.65E-07
0.462,-0.000648541,-1.38E-06
0.46225,-0.000312449,-6.65E-07
0.4625,-0.000312449,-6.65E-07
0.46275,-0.000312449,-6.65E-07
0.463,-0.000312449,-6.65E-07
0.46325,-0.000312449,-6.65E-07
0.4635,-0.000312449,-6.65E-07
0.46375,-0.000312449,-6.65E-07
0.464,-0.000312449,-6.65E-07
0.46425,-0.000312449,-6.65E-07
0.4645,-0.000312449,-6.65E-07
0.46475,-0.000312449,-6.65E-07
0.465,-0.000312449,-6.65E-07
0.46525,-0.000312449,-6.65E-07
0.4655,-0.000312449,-6.65E-07
0.46575,-0.000312449,-6.65E-07
0.466,-0.000312449,-6.65E-07
0.46625,-0.000312449,-6.65E-07
0.4665,-0.000312449,-6.65E-07
0.46675,-0.000312449,-6.65E-07
0.467,-0.000312449,-6.65E-07
0.46725,-0.000312449,-6.65E-07
0.4675,-0.000312449,-6.65E-07
0.46775,-0.000312449,-6.65E-07
0.468,-0.000312449,-6.65E-07
0.46825,-0.000312449,-6.65E-07
0.4685,-0.000312449,-6.65E-07
0.46875,-0.000312449,-6.65E-07
0.469,-0.000312449,-6.65E-07
0.46925,-0.000312449,-6.65E-07
0.4695,-0.000312449,-6.65E-07
0.46975,-0.000312449,-6.65E-07
0.47,-0.000312449,-6.65E-07
0.47025,-0.000312449,-6.65E-07
0.4705,-0.000312449,-6.65E-07
0.47075,-0.000312449,-6.65E-07
0.471,-0.000312449,-6.65E-07
0.47125,-0.000312449,-6.65E-07
0.4715,-0.000312449,-6.65E-07
0.47175,-0.000312449,-6.65E-07
0.472,-0.000312449,-6.65E-07
0.47225,-0.000312449,-6.65E-07
0.4725,-0.000312449,-6.65E-07
0.47275,-0.000312449,-6.65E-07
0.473,-0.000312449,-6.65E-07
0.47325,-0.000312449,-6.65E-07
0.4735,-0.000312449,-6.65E-07
0.47375,-0.000312449,-6.65E-07
0.474,-0.000312449,-6.65E-07
0.47425,-0.000312449,-6.65E-07
0.4745,-0.000312449,-6.65E-07
0.47475,-0.000312449,-6.65E-07
0.475,-0.000312449,-6.65E-07
0.47525,-0.000312449,-6.65E-07
0.4755,-0.000312449,-6.65E-07
0.47575,-0.000312449,-6.65E-07
0.476,-0.000312449,-6.65E-07
0.47625,-0.000312449,-6.65E-07
0.4765,-0.000312449,-6.65E-07
0.47675,-0.000312449,-6.65E-07
0.477,-0.000312449,-6.65E-07
0.47725,-0.000312449,-6.65E-07
0.4775,-0.000312449,-6.65E-07
0.47775,-0.000312449,-6.65E-07
0.478,-0.000312449,-6.65E-07
0.47825,-0.000312449,-6.65E-07
0.4785,-0.000312449,-6.65E-07
0.47875,-0.000312449,-6.65E-07
0.479,-0.000312449,-6.65E-07
0.47925,-0.000312449,-6.65E-07
0.4795,-0.000312449,-6.65E-07
0.47975,-0.000312449,-6.65E-07
0.48,-0.000312449,-6.65E-07
0.48025,-0.000312449,-6.65E-07
0.4805,-0.000312449,-6.65E-07
0.48075,-0.000312449,-6.65E-07
0.481,-0.000312449,-6.65E-07
0.48125,-0.000312449,-6.65E-07
0.4815,-0.000312449,-6.65E-07
0.48175,-0.000312449,-6.65E-07
0.482,-0.000312449,-6.65E-07
0.48225,-0.000312449,-6.65E-07
0.4825,-0.000312449,-6.65E-07
0.48275,-0.000312449,-6.65E-07
0.483,-0.000312449,-6.65E-07
0.48325,-0.000312449,-6.65E-07
0.4835,-0.000312449,-6.65E-07
0.48375,-0.000312449,-6.65E-07
0.484,-0.000312449,-6.65E-07
0.48425,-0.000312449,-6.65E-07
0.4845,-0.000312449,-6.65E-07
0.48475,-0.000312449,-6.65E-07
0.485,-0.000312449,-6.65E-07
0.48525,-0.000312449,-6.65E-07
0.4855,-0.000312449,-6.65E-07
0.48575,-0.000312449,-6.65E-07
0.486,-0.000312449,-6.65E-07
0.48625,-0.000312449,-6.65E-07
0.4865,-0.000312449,-6.65E-07
0.48675,-0.000312449,-6.65E-07
0.487,-0.000312449,-6.65E-07
0.48725,-0.000312449,-6.65E-07
0.4875,-0.000312449,-6.65E-07
0.48775,-0.000312449,-6.65E-07
0.488,-0.000312449,-6.65E-07
0.48825,-0.000312449,-6.65E-07
0.4885,-0.000312449,-6.65E-07
0.48875,-0.000312449,-6.65E-07
0.489,-0.000312449,-6.65E-07
0.48925,-0.000312449,-6.65E-07
0.4895,-0.000312449,-6.65E-07
0.48975,-0.000312449,-6.65E-07
0.49,-0.000312449,-6.65E-07
0.49025,-0.000312449,-6.65E-07
0.4905,-0.000312449,-6.65E-07
0.49075,-0.000312449,-6.65E-07
0.491,-0.000312449,-6.65E-07
0.49125,-0.000312449,-6.65E-07
0.4915,-0.000312449,-6.65E-07
0.49175,-0.000312449,-6.65E-07
0.492,-0.000312449,-6.65E-07
0.49225,-0.000312449,-6.65E-07
0.4925,-0.000312449,-6.65E-07
0.49275,-0.000312449,-6.65E-07
0.493,-0.000312449,-6.65E-07
0.49325,-0.000312449,-6.65E-07
0.4935,-0.000312449,-6.65E-07
0.49375,-0.000312449,-6.65E-07
0.494,-0.000312449,-6.65E-07
0.49425,-0.000312449,-6.65E-07
0.4945,-0.000312449,-6.65E-07
0.49475,-0.000312449,-6.65E-07
0.495,-0.000312449,-6.65E-07
0.49525,-0.000312449,-6.65E-07
0.4955,-0.000312449,-6.65E-07
0.49575,-0.000312449,-6.65E-07
0.496,-0.000312449,-6.65E-07
0.49625,-0.000312449,-6.65E-07
0.4965,-0.000312449,-6.65E-07
0.49675,-0.000312449,-6.65E-07
0.497,-0.000312449,-6.65E-07
0.49725,-0.000312449,-6.65E-07
0.4975,-0.000312449,-6.65E-07
0.49775,-0.000312449,-6.65E-07
0.498,-0.000312449,-6.65E-07
0.49825,-0.000312449,-6.65E-07
0.4985,-0.000312449,-6.65E-07
0.49875,-0.000312449,-6.65E-07
0.499,-0.000312449,-6.65E-07
0.49925,-0.000312449,-6.65E-07
0.4995,-0.000312449,-6.65E-07
0.49975,-0.000312449,-6.65E-07
0.5,-0.000312449,-6.65E-07
0.50025,-0.000312449,-6.65E-07
0.5005,-0.000312449,-6.65E-07
0.50075,-0.000312449,-6.65E-07
0.501,-0.000312449,-6.65E-07
0.50125,-0.000312449,-6.65E-07
0.5015,-0.000312449,-6.65E-07
0.50175,-0.000312449,-6.65E-07
0.502,-0.000312449,-6.65E-07
0.50225,-0.000312449,-6.65E-07
0.5025,-0.000312449,-6.65E-07
0.50275,-0.000312449,-6.65E-07
0.503,-0.000312449,-6.65E-07
0.50325,-0.000312449,-6.65E-07
0.5035,-0.000312449,-6.65E-07
0.50375,-0.000312449,-6.65E-07
0.504,-0.000312449,-6.65E-07
0.50425,-0.000312449,-6.65E-07
0.5045,-0.000312449,-6.65E-07
0.50475,-0.000312449,-6.65E-07
0.505,-0.000312449,-6.65E-07
0.50525,-0.000312449,-6.65E-07
0.5055,-0.000312449,-6.65E-07
0.50575,-0.000312449,-6.65E-07
0.506,-0.000312449,-6.65E-07
0.50625,-0.000312449,-6.65E-07
0.5065,-0.000312449,-6.65E-07
0.50675,-0.000312449,-6.65E-07
0.507,-0.000312449,-6.65E-07
0.50725,-0.000312449,-6.65E-07
0.5075,-0.000312449,-6.65E-07
0.50775,-0.000312449,-6.65E-07
0.508,-0.000312449,-6.65E-07
0.50825,-0.000312449,-6.65E-07
0.5085,-0.000312449,-6.65E-07
0.50875,-0.000312449,-6.65E-07
0.509,-0.000312449,-6.65E-07
0.50925,-0.000312449,-6.65E-07
0.5095,-0.000312449,-6.65E-07
0.50975,-0.000312449,-6.65E-07
0.51,-0.000312449,-6.65E-07
0.51025,-0.000312449,-6.65E-07
0.5105,-0.000312449,-6.65E-07
0.51075,-0.000312449,-6.65E-07
0.511,-0.000312449,-6.65E-07
0.51125,-0.000312449,-6.65E-07
0.5115,-0.000312449,-6.65E-07
0.51175,-0.000312449,-6.65E-07
0.512,-0.000312449,-6.65E-07
0.51225,-0.000312449,-6.65E-07
0.5125,-0.000312449,-6.65E-07
0.51275,-0.000312449,-6.65E-07
0.513,-0.000312449,-6.65E-07
0.51325,-0.000312449,-6.65E-07
0.5135,-0.000312449,-6.65E-07
0.51375,-0.000312449,-6.65E-07
0.514,-0.000312449,-6.65E-07
0.51425,-0.000312449,-6.65E-07
0.5145,-0.000312449,-6.65E-07
0.51475,-0.000312449,-6.65E-07
0.515,-0.000312449,-6.65E-07
0.51525,-0.000312449,-6.65E-07
0.5155,-0.000312449,-6.65E-07
0.51575,-0.000312449,-6.65E-07
0.516,-0.000312449,-6.65E-07
0.51625,-0.000312449,-6.65E-07
0.5165,2.36E-05,5.03E-08
0.51675,-0.000312449,-6.65E-07
0.517,2.36E-05,5.03E-08
0.51725,-0.000312449,-6.65E-07
0.5175,-0.000312449,-6.65E-07
0.51775,-0.000312449,-6.65E-07
0.518,-0.000312449,-6.65E-07
0.51825,-0.000312449,-6.65E-07
0.5185,-0.000312449,-6.65E-07
0.51875,-0.000312449,-6.65E-07
0.519,-0.000312449,-6.65E-07
0.51925,-0.000312449,-6.65E-07
0.5195,-0.000312449,-6.65E-07
0.51975,-0.000312449,-6.65E-07
0.52,-0.000312449,-6.65E-07
0.52025,-0.000312449,-6.65E-07
0.5205,-0.000312449,-6.65E-07
0.52075,-0.000312449,-6.65E-07
0.521,-0.000312449,-6.65E-07
0.52125,-0.000312449,-6.65E-07
0.5215,-0.000312449,-6.65E-07
0.52175,-0.000312449,-6.65E-07
0.522,-0.000312449,-6.65E-07
0.52225,-0.000312449,-6.65E-07
0.5225,-0.000312449,-6.65E-07
0.52275,-0.000312449,-6.65E-07
0.523,-0.000312449,-6.65E-07
0.52325,-0.000312449,-6.65E-07
0.5235,-0.000312449,-6.65E-07
0.52375,-0.000312449,-6.65E-07
0.524,-0.000312449,-6.65E-07
0.52425,-0.000312449,-6.65E-07
0.5245,-0.000312449,-6.65E-07
0.52475,-0.000312449,-6.65E-07
0.525,-0.000312449,-6.65E-07
0.52525,-0.000312449,-6.65E-07
0.5255,-0.000312449,-6.65E-07
0.52575,-0.000312449,-6.65E-07
0.526,-0.000312449,-6.65E-07
0.52625,-0.000312449,-6.65E-07
0.5265,-0.000312449,-6.65E-07
0.52675,-0.000312449,-6.65E-07
0.527,-0.000312449,-6.65E-07
0.52725,-0.000312449,-6.65E-07
0.5275,-0.000312449,-6.65E-07
0.52775,-0.000312449,-6.65E-07
0.528,-0.000312449,-6.65E-07
0.52825,-0.000312449,-6.65E-07
0.5285,-0.000312449,-6.65E-07
0.52875,-0.000312449,-6.65E-07
0.529,-0.000312449,-6.65E-07
0.52925,-0.000312449,-6.65E-07
0.5295,-0.000312449,-6.65E-07
0.52975,-0.000312449,-6.65E-07
0.53,-0.000312449,-6.65E-07
0.53025,-0.000312449,-6.65E-07
0.5305,-0.000312449,-6.65E-07
0.53075,-0.000312449,-6.65E-07
0.531,-0.000312449,-6.65E-07
0.53125,-0.000312449,-6.65E-07
0.5315,-0.000312449,-6.65E-07
0.53175,-0.000312449,-6.65E-07
0.532,-0.000312449,-6.65E-07
0.53225,-0.000312449,-6.65E-07
0.5325,-0.000312449,-6.65E-07
0.53275,-0.000312449,-6.65E-07
0.533,-0.000312449,-6.65E-07
0.53325,-0.000312449,-6.65E-07
0.5335,-0.000312449,-6.65E-07
0.53375,-0.000312449,-6.65E-07
0.534,-0.000312449,-6.65E-07
0.53425,-0.000312449,-6.65E-07
0.5345,-0.000312449,-6.65E-07
0.53475,-0.000312449,-6.65E-07
0.535,-0.000312449,-6.65E-07
0.53525,-0.000312449,-6.65E-07
0.5355,-0.000312449,-6.65E-07
0.53575,-0.000312449,-6.65E-07
0.536,-0.000312449,-6.65E-07
0.53625,-0.000312449,-6.65E-07
0.5365,-0.000312449,-6.65E-07
0.53675,-0.000312449,-6.65E-07
0.537,-0.000312449,-6.65E-07
0.53725,-0.000312449,-6.65E-07
0.5375,-0.000312449,-6.65E-07
0.53775,-0.000312449,-6.65E-07
0.538,-0.000312449,-6.65E-07
0.53825,-0.000312449,-6.65E-07
0.5385,-0.000312449,-6.65E-07
0.53875,-0.000312449,-6.65E-07
0.539,-0.000312449,-6.65E-07
0.53925,-0.000312449,-6.65E-07
0.5395,-0.000312449,-6.65E-07
0.53975,-0.000312449,-6.65E-07
0.54,-0.000312449,-6.65E-07
0.54025,-0.000312449,-6.65E-07
0.5405,-0.000312449,-6.65E-07
0.54075,-0.000312449,-6.65E-07
0.541,-0.000312449,-6.65E-07
0.54125,-0.000312449,-6.65E-07
0.5415,-0.000312449,-6.65E-07
0.54175,-0.000312449,-6.65E-07
0.542,-0.000312449,-6.65E-07
0.54225,-0.000312449,-6.65E-07
0.5425,-0.000312449,-6.65E-07
0.54275,-0.000312449,-6.65E-07
0.543,-0.000312449,-6.65E-07
0.54325,-0.000312449,-6.65E-07
0.5435,-0.000312449,-6.65E-07
0.54375,-0.000312449,-6.65E-07
0.544,-0.000312449,-6.65E-07
0.54425,-0.000312449,-6.65E-07
0.5445,-0.000312449,-6.65E-07
0.54475,-0.000312449,-6.65E-07
0.545,-0.000312449,-6.65E-07
0.54525,-0.000312449,-6.65E-07
0.5455,-0.000312449,-6.65E-07
0.54575,-0.000312449,-6.65E-07
0.546,-0.000312449,-6.65E-07
0.54625,-0.000312449,-6.65E-07
0.5465,-0.000312449,-6.65E-07
0.54675,-0.000312449,-6.65E-07
0.547,-0.000312449,-6.65E-07
0.54725,-0.000312449,-6.65E-07
0.5475,-0.000312449,-6.65E-07
0.54775,-0.000312449,-6.65E-07
0.548,-0.000312449,-6.65E-07
0.54825,2.36E-05,5.03E-08
0.5485,-0.000312449,-6.65E-07
0.54875,-0.000312449,-6.65E-07
0.549,-0.000312449,-6.65E-07
0.54925,-0.000312449,-6.65E-07
0.5495,-0.000312449,-6.65E-07
0.54975,2.36E-05,5.03E-08
0.55,2.36E-05,5.03E-08
0.55025,-0.000312449,-6.65E-07
0.5505,-0.000312449,-6.65E-07
0.55075,-0.000312449,-6.65E-07
0.551,-0.000312449,-6.65E-07
0.55125,-0.000312449,-6.65E-07
0.5515,-0.000312449,-6.65E-07
0.55175,-0.000312449,-6.65E-07
0.552,-0.000312449,-6.65E-07
0.55225,-0.000312449,-6.65E-07
0.5525,2.36E-05,5.03E-08
0.55275,-0.000312449,-6.65E-07
0.553,2.36E-05,5.03E-08
0.55325,2.36E-05,5.03E-08
0.5535,-0.000312449,-6.65E-07
0.55375,2.36E-05,5.03E-08
0.554,2.36E-05,5.03E-08
0.55425,2.36E-05,5.03E-08
0.5545,-0.000312449,-6.65E-07
0.55475,2.36E-05,5.03E-08
0.555,2.36E-05,5.03E-08
0.55525,-0.000312449,-6.65E-07
0.5555,2.36E-05,5.03E-08
0.55575,-0.000312449,-6.65E-07
0.556,2.36E-05,5.03E-08
0.55625,2.36E-05,5.03E-08
0.5565,2.36E-05,5.03E-08
0.55675,2.36E-05,5.03E-08
0.557,-0.000312449,-6.65E-07
0.55725,-0.000312449,-6.65E-07
0.5575,-0.000312449,-6.65E-07
0.55775,-0.000312449,-6.65E-07
0.558,-0.000312449,-6.65E-07
0.55825,2.36E-05,5.03E-08
0.5585,2.36E-05,5.03E-08
0.55875,2.36E-05,5.03E-08
0.559,-0.000312449,-6.65E-07
0.55925,2.36E-05,5.03E-08
0.5595,2.36E-05,5.03E-08
0.55975,-0.000312449,-6.65E-07
0.56,-0.000312449,-6.65E-07
0.56025,-0.000312449,-6.65E-07
0.5605,-0.000312449,-6.65E-07
0.56075,2.36E-05,5.03E-08
0.561,2.36E-05,5.03E-08
0.56125,2.36E-05,5.03E-08
0.5615,-0.000312449,-6.65E-07
0.56175,-0.000312449,-6.65E-07
0.562,2.36E-05,5.03E-08
0.56225,-0.000312449,-6.65E-07
0.5625,-0.000312449,-6.65E-07
0.56275,-0.000312449,-6.65E-07
0.563,2.36E-05,5.03E-08
0.56325,-0.000312449,-6.65E-07
0.5635,-0.000312449,-6.65E-07
0.56375,-0.000312449,-6.65E-07
0.564,-0.000312449,-6.65E-07
0.56425,-0.000312449,-6.65E-07
0.5645,-0.000312449,-6.65E-07
0.56475,-0.000312449,-6.65E-07
0.565,-0.000312449,-6.65E-07
0.56525,-0.000312449,-6.65E-07
0.5655,-0.000312449,-6.65E-07
0.56575,-0.000312449,-6.65E-07
0.566,-0.000312449,-6.65E-07
0.56625,-0.000312449,-6.65E-07
0.5665,-0.000312449,-6.65E-07
0.56675,-0.000312449,-6.65E-07
0.567,-0.000312449,-6.65E-07
0.56725,-0.000312449,-6.65E-07
0.5675,-0.000312449,-6.65E-07
0.56775,-0.000312449,-6.65E-07
0.568,-0.000312449,-6.65E-07
0.56825,-0.000312449,-6.65E-07
0.5685,-0.000312449,-6.65E-07
0.56875,-0.000312449,-6.65E-07
0.569,-0.000312449,-6.65E-07
0.56925,-0.000312449,-6.65E-07
0.5695,-0.000312449,-6.65E-07
0.56975,-0.000312449,-6.65E-07
0.57,-0.000312449,-6.65E-07
0.57025,2.36E-05,5.03E-08
0.5705,-0.000312449,-6.65E-07
0.57075,-0.000312449,-6.65E-07
0.571,2.36E-05,5.03E-08
0.57125,2.36E-05,5.03E-08
0.5715,-0.000312449,-6.65E-07
0.57175,-0.000312449,-6.65E-07
0.572,-0.000312449,-6.65E-07
0.57225,2.36E-05,5.03E-08
0.5725,2.36E-05,5.03E-08
0.57275,-0.000312449,-6.65E-07
0.573,2.36E-05,5.03E-08
0.57325,2.36E-05,5.03E-08
0.5735,-0.000312449,-6.65E-07
0.57375,-0.000312449,-6.65E-07
0.574,-0.000312449,-6.65E-07
0.57425,-0.000312449,-6.65E-07
0.5745,-0.000312449,-6.65E-07
0.57475,-0.000312449,-6.65E-07
0.575,-0.000312449,-6.65E-07
0.57525,2.36E-05,5.03E-08
0.5755,-0.000312449,-6.65E-07
0.57575,-0.000312449,-6.65E-07
0.576,2.36E-05,5.03E-08
0.57625,2.36E-05,5.03E-08
0.5765,2.36E-05,5.03E-08
0.57675,-0.000312449,-6.65E-07
0.577,2.36E-05,5.03E-08
0.57725,-0.000312449,-6.65E-07
0.5775,2.36E-05,5.03E-08
0.57775,-0.000312449,-6.65E-07
0.578,-0.000312449,-6.65E-07
0.57825,2.36E-05,5.03E-08
0.5785,-0.000312449,-6.65E-07
0.57875,-0.000312449,-6.65E-07
0.579,2.36E-05,5.03E-08
0.57925,2.36E-05,5.03E-08
0.5795,-0.000312449,-6.65E-07
0.57975,-0.000312449,-6.65E-07
0.58,2.36E-05,5.03E-08
0.58025,2.36E-05,5.03E-08
0.5805,2.36E-05,5.03E-08
0.58075,-0.000312449,-6.65E-07
0.581,2.36E-05,5.03E-08
0.58125,2.36E-05,5.03E-08
0.5815,-0.000312449,-6.65E-07
0.58175,2.36E-05,5.03E-08
0.582,2.36E-05,5.03E-08
0.58225,2.36E-05,5.03E-08
0.5825,2.36E-05,5.03E-08
0.58275,2.36E-05,5.03E-08
0.583,2.36E-05,5.03E-08
0.58325,-0.000312449,-6.65E-07
0.5835,-0.000312449,-6.65E-07
0.58375,2.36E-05,5.03E-08
0.584,2.36E-05,5.03E-08
0.58425,2.36E-05,5.03E-08
0.5845,-0.000312449,-6.65E-07
0.58475,-0.000312449,-6.65E-07
0.585,-0.000312449,-6.65E-07
0.58525,2.36E-05,5.03E-08
0.5855,2.36E-05,5.03E-08
0.58575,2.36E-05,5.03E-08
0.586,2.36E-05,5.03E-08
0.58625,2.36E-05,5.03E-08
0.5865,-0.000312449,-6.65E-07
0.58675,2.36E-05,5.03E-08
0.587,2.36E-05,5.03E-08
0.58725,2.36E-05,5.03E-08
0.5875,2.36E-05,5.03E-08
0.58775,2.36E-05,5.03E-08
0.588,2.36E-05,5.03E-08
0.58825,2.36E-05,5.03E-08
0.5885,2.36E-05,5.03E-08
0.58875,2.36E-05,5.03E-08
0.589,2.36E-05,5.03E-08
0.58925,2.36E-05,5.03E-08
0.5895,2.36E-05,5.03E-08
0.58975,2.36E-05,5.03E-08
0.59,2.36E-05,5.03E-08
0.59025,2.36E-05,5.03E-08
0.5905,2.36E-05,5.03E-08
0.59075,2.36E-05,5.03E-08
0.591,2.36E-05,5.03E-08
0.59125,2.36E-05,5.03E-08
0.5915,2.36E-05,5.03E-08
0.59175,2.36E-05,5.03E-08
0.592,2.36E-05,5.03E-08
0.59225,2.36E-05,5.03E-08
0.5925,2.36E-05,5.03E-08
0.59275,2.36E-05,5.03E-08
0.593,2.36E-05,5.03E-08
0.59325,-0.000312449,-6.65E-07
0.5935,2.36E-05,5.03E-08
0.59375,2.36E-05,5.03E-08
0.594,2.36E-05,5.03E-08
0.59425,2.36E-05,5.03E-08
0.5945,2.36E-05,5.03E-08
0.59475,2.36E-05,5.03E-08
0.595,2.36E-05,5.03E-08
0.59525,2.36E-05,5.03E-08
0.5955,2.36E-05,5.03E-08
0.59575,2.36E-05,5.03E-08
0.596,2.36E-05,5.03E-08
0.59625,2.36E-05,5.03E-08
0.5965,2.36E-05,5.03E-08
0.59675,2.36E-05,5.03E-08
0.597,2.36E-05,5.03E-08
0.59725,2.36E-05,5.03E-08
0.5975,2.36E-05,5.03E-08
0.59775,2.36E-05,5.03E-08
0.598,2.36E-05,5.03E-08
0.59825,2.36E-05,5.03E-08
0.5985,2.36E-05,5.03E-08
0.59875,2.36E-05,5.03E-08
0.599,2.36E-05,5.03E-08
0.59925,2.36E-05,5.03E-08
0.5995,2.36E-05,5.03E-08
0.59975,2.36E-05,5.03E-08
0.6,2.36E-05,5.03E-08
0.60025,2.36E-05,5.03E-08
0.6005,2.36E-05,5.03E-08
0.60075,2.36E-05,5.03E-08
0.601,2.36E-05,5.03E-08
0.60125,2.36E-05,5.03E-08
0.6015,2.36E-05,5.03E-08
0.60175,2.36E-05,5.03E-08
0.602,2.36E-05,5.03E-08
0.60225,2.36E-05,5.03E-08
0.6025,2.36E-05,5.03E-08
0.60275,2.36E-05,5.03E-08
0.603,2.36E-05,5.03E-08
0.60325,2.36E-05,5.03E-08
0.6035,2.36E-05,5.03E-08
0.60375,2.36E-05,5.03E-08
0.604,2.36E-05,5.03E-08
0.60425,2.36E-05,5.03E-08
0.6045,2.36E-05,5.03E-08
0.60475,2.36E-05,5.03E-08
0.605,2.36E-05,5.03E-08
0.60525,2.36E-05,5.03E-08
0.6055,2.36E-05,5.03E-08
0.60575,2.36E-05,5.03E-08
0.606,2.36E-05,5.03E-08
0.60625,2.36E-05,5.03E-08
0.6065,2.36E-05,5.03E-08
0.60675,2.36E-05,5.03E-08
0.607,2.36E-05,5.03E-08
0.60725,2.36E-05,5.03E-08
0.6075,2.36E-05,5.03E-08
0.60775,2.36E-05,5.03E-08
0.608,2.36E-05,5.03E-08
0.60825,2.36E-05,5.03E-08
0.6085,2.36E-05,5.03E-08
0.60875,2.36E-05,5.03E-08
0.609,2.36E-05,5.03E-08
0.60925,2.36E-05,5.03E-08
0.6095,2.36E-05,5.03E-08
0.60975,2.36E-05,5.03E-08
0.61,2.36E-05,5.03E-08
0.61025,2.36E-05,5.03E-08
0.6105,2.36E-05,5.03E-08
0.61075,2.36E-05,5.03E-08
0.611,2.36E-05,5.03E-08
0.61125,2.36E-05,5.03E-08
0.6115,2.36E-05,5.03E-08
0.61175,2.36E-05,5.03E-08
0.612,2.36E-05,5.03E-08
0.61225,2.36E-05,5.03E-08
0.6125,2.36E-05,5.03E-08
0.61275,2.36E-05,5.03E-08
0.613,2.36E-05,5.03E-08
0.61325,2.36E-05,5.03E-08
0.6135,2.36E-05,5.03E-08
0.61375,2.36E-05,5.03E-08
0.614,2.36E-05,5.03E-08
0.61425,2.36E-05,5.03E-08
0.6145,2.36E-05,5.03E-08
0.61475,2.36E-05,5.03E-08
0.615,2.36E-05,5.03E-08
0.61525,2.36E-05,5.03E-08
0.6155,2.36E-05,5.03E-08
0.61575,2.36E-05,5.03E-08
0.616,2.36E-05,5.03E-08
0.61625,2.36E-05,5.03E-08
0.6165,2.36E-05,5.03E-08
0.61675,2.36E-05,5.03E-08
0.617,2.36E-05,5.03E-08
0.61725,2.36E-05,5.03E-08
0.6175,2.36E-05,5.03E-08
0.61775,2.36E-05,5.03E-08
0.618,2.36E-05,5.03E-08
0.61825,2.36E-05,5.03E-08
0.6185,2.36E-05,5.03E-08
0.61875,2.36E-05,5.03E-08
0.619,2.36E-05,5.03E-08
0.61925,2.36E-05,5.03E-08
0.6195,2.36E-05,5.03E-08
0.61975,2.36E-05,5.03E-08
0.62,2.36E-05,5.03E-08
0.62025,2.36E-05,5.03E-08
0.6205,2.36E-05,5.03E-08
0.62075,2.36E-05,5.03E-08
0.621,2.36E-05,5.03E-08
0.62125,2.36E-05,5.03E-08
0.6215,2.36E-05,5.03E-08
0.62175,2.36E-05,5.03E-08
0.622,2.36E-05,5.03E-08
0.62225,2.36E-05,5.03E-08
0.6225,2.36E-05,5.03E-08
0.62275,2.36E-05,5.03E-08
0.623,2.36E-05,5.03E-08
0.62325,2.36E-05,5.03E-08
0.6235,2.36E-05,5.03E-08
0.62375,2.36E-05,5.03E-08
0.624,2.36E-05,5.03E-08
0.62425,2.36E-05,5.03E-08
0.6245,2.36E-05,5.03E-08
0.62475,2.36E-05,5.03E-08
0.625,2.36E-05,5.03E-08
0.62525,2.36E-05,5.03E-08
0.6255,2.36E-05,5.03E-08
0.62575,2.36E-05,5.03E-08
0.626,2.36E-05,5.03E-08
0.62625,2.36E-05,5.03E-08
0.6265,2.36E-05,5.03E-08
0.62675,2.36E-05,5.03E-08
0.627,0.000359735,7.65E-07
0.62725,0.000359735,7.65E-07
0.6275,0.000359735,7.65E-07
0.62775,0.000359735,7.65E-07
0.628,0.000359735,7.65E-07
0.62825,0.000359735,7.65E-07
0.6285,0.000359735,7.65E-07
0.62875,2.36E-05,5.03E-08
0.629,2.36E-05,5.03E-08
0.62925,0.000359735,7.65E-07
0.6295,0.000359735,7.65E-07
0.62975,2.36E-05,5.03E-08
0.63,2.36E-05,5.03E-08
0.63025,2.36E-05,5.03E-08
0.6305,2.36E-05,5.03E-08
0.63075,2.36E-05,5.03E-08
0.631,0.000359735,7.65E-07
0.63125,0.000359735,7.65E-07
0.6315,0.000359735,7.65E-07
0.63175,2.36E-05,5.03E-08
0.632,0.000359735,7.65E-07
0.63225,0.000359735,7.65E-07
0.6325,0.000359735,7.65E-07
0.63275,0.000359735,7.65E-07
0.633,0.000359735,7.65E-07
0.63325,0.000359735,7.65E-07
0.6335,0.000359735,7.65E-07
0.63375,0.000359735,7.65E-07
0.634,0.000359735,7.65E-07
0.63425,0.000359735,7.65E-07
0.6345,0.000359735,7.65E-07
0.63475,0.000359735,7.65E-07
0.635,0.000359735,7.65E-07
0.63525,0.000359735,7.65E-07
0.6355,0.000359735,7.65E-07
0.63575,0.000359735,7.65E-07
0.636,0.000359735,7.65E-07
0.63625,0.000359735,7.65E-07
