#Digilent WaveForms Oscilloscope Acquisition,,
#Device Name: Discovery2,,
#Serial Number: SN:210321AA22EE,,
#Date Time: 2019-03-18 13:31:11.950,,
#Sample rate: 4000Hz,,
#Samples: 8192,,
#Trigger: Source: voltage of transistor Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s,,
#voltage of small resistor (470): Range: 500 mV/div Offset: 0 V,,
#current of small resistor: Function: C1 / 470,,
,,
Time (s),voltage of small resistor (470) (V),current of small resistor (mA)
-0.41525,-0.000312449,-6.65E-07
-0.415,-0.000312449,-6.65E-07
-0.41475,-0.000312449,-6.65E-07
-0.4145,-0.000312449,-6.65E-07
-0.41425,-0.000312449,-6.65E-07
-0.414,-0.000312449,-6.65E-07
-0.41375,-0.000312449,-6.65E-07
-0.4135,-0.000312449,-6.65E-07
-0.41325,-0.000312449,-6.65E-07
-0.413,-0.000312449,-6.65E-07
-0.41275,-0.000312449,-6.65E-07
-0.4125,-0.000312449,-6.65E-07
-0.41225,-0.000312449,-6.65E-07
-0.412,-0.000312449,-6.65E-07
-0.41175,-0.000312449,-6.65E-07
-0.4115,-0.000312449,-6.65E-07
-0.41125,-0.000312449,-6.65E-07
-0.411,-0.000312449,-6.65E-07
-0.41075,-0.000312449,-6.65E-07
-0.4105,-0.000312449,-6.65E-07
-0.41025,-0.000312449,-6.65E-07
-0.41,-0.000312449,-6.65E-07
-0.40975,-0.000312449,-6.65E-07
-0.4095,2.36E-05,5.03E-08
-0.40925,-0.000312449,-6.65E-07
-0.409,-0.000312449,-6.65E-07
-0.40875,-0.000312449,-6.65E-07
-0.4085,-0.000312449,-6.65E-07
-0.40825,-0.000312449,-6.65E-07
-0.408,-0.000312449,-6.65E-07
-0.40775,-0.000312449,-6.65E-07
-0.4075,-0.000312449,-6.65E-07
-0.40725,-0.000312449,-6.65E-07
-0.407,-0.000312449,-6.65E-07
-0.40675,-0.000312449,-6.65E-07
-0.4065,-0.000312449,-6.65E-07
-0.40625,-0.000312449,-6.65E-07
-0.406,-0.000312449,-6.65E-07
-0.40575,-0.000312449,-6.65E-07
-0.4055,-0.000312449,-6.65E-07
-0.40525,-0.000312449,-6.65E-07
-0.405,-0.000312449,-6.65E-07
-0.40475,-0.000312449,-6.65E-07
-0.4045,-0.000312449,-6.65E-07
-0.40425,-0.000312449,-6.65E-07
-0.404,-0.000312449,-6.65E-07
-0.40375,-0.000312449,-6.65E-07
-0.4035,-0.000312449,-6.65E-07
-0.40325,-0.000312449,-6.65E-07
-0.403,-0.000312449,-6.65E-07
-0.40275,-0.000312449,-6.65E-07
-0.4025,-0.000312449,-6.65E-07
-0.40225,2.36E-05,5.03E-08
-0.402,-0.000312449,-6.65E-07
-0.40175,-0.000312449,-6.65E-07
-0.4015,-0.000312449,-6.65E-07
-0.40125,-0.000312449,-6.65E-07
-0.401,2.36E-05,5.03E-08
-0.40075,-0.000312449,-6.65E-07
-0.4005,-0.000312449,-6.65E-07
-0.40025,-0.000312449,-6.65E-07
-0.4,-0.000312449,-6.65E-07
-0.39975,-0.000312449,-6.65E-07
-0.3995,-0.000312449,-6.65E-07
-0.39925,-0.000312449,-6.65E-07
-0.399,-0.000312449,-6.65E-07
-0.39875,-0.000312449,-6.65E-07
-0.3985,-0.000312449,-6.65E-07
-0.39825,-0.000312449,-6.65E-07
-0.398,-0.000312449,-6.65E-07
-0.39775,-0.000312449,-6.65E-07
-0.3975,-0.000312449,-6.65E-07
-0.39725,-0.000312449,-6.65E-07
-0.397,-0.000312449,-6.65E-07
-0.39675,2.36E-05,5.03E-08
-0.3965,-0.000312449,-6.65E-07
-0.39625,-0.000312449,-6.65E-07
-0.396,-0.000312449,-6.65E-07
-0.39575,-0.000312449,-6.65E-07
-0.3955,-0.000312449,-6.65E-07
-0.39525,-0.000312449,-6.65E-07
-0.395,-0.000312449,-6.65E-07
-0.39475,-0.000312449,-6.65E-07
-0.3945,-0.000312449,-6.65E-07
-0.39425,-0.000312449,-6.65E-07
-0.394,-0.000312449,-6.65E-07
-0.39375,-0.000312449,-6.65E-07
-0.3935,-0.000312449,-6.65E-07
-0.39325,-0.000312449,-6.65E-07
-0.393,-0.000312449,-6.65E-07
-0.39275,-0.000312449,-6.65E-07
-0.3925,-0.000312449,-6.65E-07
-0.39225,-0.000312449,-6.65E-07
-0.392,-0.000312449,-6.65E-07
-0.39175,2.36E-05,5.03E-08
-0.3915,-0.000312449,-6.65E-07
-0.39125,-0.000312449,-6.65E-07
-0.391,-0.000312449,-6.65E-07
-0.39075,2.36E-05,5.03E-08
-0.3905,-0.000312449,-6.65E-07
-0.39025,-0.000312449,-6.65E-07
-0.39,2.36E-05,5.03E-08
-0.38975,-0.000312449,-6.65E-07
-0.3895,-0.000312449,-6.65E-07
-0.38925,2.36E-05,5.03E-08
-0.389,2.36E-05,5.03E-08
-0.38875,2.36E-05,5.03E-08
-0.3885,-0.000312449,-6.65E-07
-0.38825,2.36E-05,5.03E-08
-0.388,-0.000312449,-6.65E-07
-0.38775,2.36E-05,5.03E-08
-0.3875,2.36E-05,5.03E-08
-0.38725,-0.000312449,-6.65E-07
-0.387,-0.000312449,-6.65E-07
-0.38675,-0.000312449,-6.65E-07
-0.3865,2.36E-05,5.03E-08
-0.38625,-0.000312449,-6.65E-07
-0.386,2.36E-05,5.03E-08
-0.38575,2.36E-05,5.03E-08
-0.3855,2.36E-05,5.03E-08
-0.38525,2.36E-05,5.03E-08
-0.385,2.36E-05,5.03E-08
-0.38475,-0.000312449,-6.65E-07
-0.3845,2.36E-05,5.03E-08
-0.38425,-0.000312449,-6.65E-07
-0.384,-0.000312449,-6.65E-07
-0.38375,-0.000312449,-6.65E-07
-0.3835,2.36E-05,5.03E-08
-0.38325,-0.000312449,-6.65E-07
-0.383,2.36E-05,5.03E-08
-0.38275,2.36E-05,5.03E-08
-0.3825,2.36E-05,5.03E-08
-0.38225,-0.000312449,-6.65E-07
-0.382,-0.000312449,-6.65E-07
-0.38175,-0.000312449,-6.65E-07
-0.3815,2.36E-05,5.03E-08
-0.38125,-0.000312449,-6.65E-07
-0.381,-0.000312449,-6.65E-07
-0.38075,-0.000312449,-6.65E-07
-0.3805,-0.000312449,-6.65E-07
-0.38025,-0.000312449,-6.65E-07
-0.38,2.36E-05,5.03E-08
-0.37975,-0.000312449,-6.65E-07
-0.3795,2.36E-05,5.03E-08
-0.37925,2.36E-05,5.03E-08
-0.379,-0.000312449,-6.65E-07
-0.37875,-0.000312449,-6.65E-07
-0.3785,-0.000312449,-6.65E-07
-0.37825,2.36E-05,5.03E-08
-0.378,2.36E-05,5.03E-08
-0.37775,2.36E-05,5.03E-08
-0.3775,2.36E-05,5.03E-08
-0.37725,2.36E-05,5.03E-08
-0.377,2.36E-05,5.03E-08
-0.37675,2.36E-05,5.03E-08
-0.3765,2.36E-05,5.03E-08
-0.37625,2.36E-05,5.03E-08
-0.376,2.36E-05,5.03E-08
-0.37575,2.36E-05,5.03E-08
-0.3755,-0.000312449,-6.65E-07
-0.37525,2.36E-05,5.03E-08
-0.375,2.36E-05,5.03E-08
-0.37475,2.36E-05,5.03E-08
-0.3745,-0.000312449,-6.65E-07
-0.37425,2.36E-05,5.03E-08
-0.374,2.36E-05,5.03E-08
-0.37375,2.36E-05,5.03E-08
-0.3735,2.36E-05,5.03E-08
-0.37325,2.36E-05,5.03E-08
-0.373,2.36E-05,5.03E-08
-0.37275,-0.000312449,-6.65E-07
-0.3725,-0.000312449,-6.65E-07
-0.37225,2.36E-05,5.03E-08
-0.372,2.36E-05,5.03E-08
-0.37175,2.36E-05,5.03E-08
-0.3715,2.36E-05,5.03E-08
-0.37125,2.36E-05,5.03E-08
-0.371,2.36E-05,5.03E-08
-0.37075,2.36E-05,5.03E-08
-0.3705,2.36E-05,5.03E-08
-0.37025,2.36E-05,5.03E-08
-0.37,2.36E-05,5.03E-08
-0.36975,2.36E-05,5.03E-08
-0.3695,2.36E-05,5.03E-08
-0.36925,2.36E-05,5.03E-08
-0.369,2.36E-05,5.03E-08
-0.36875,2.36E-05,5.03E-08
-0.3685,2.36E-05,5.03E-08
-0.36825,2.36E-05,5.03E-08
-0.368,2.36E-05,5.03E-08
-0.36775,2.36E-05,5.03E-08
-0.3675,2.36E-05,5.03E-08
-0.36725,2.36E-05,5.03E-08
-0.367,2.36E-05,5.03E-08
-0.36675,2.36E-05,5.03E-08
-0.3665,2.36E-05,5.03E-08
-0.36625,-0.000312449,-6.65E-07
-0.366,2.36E-05,5.03E-08
-0.36575,2.36E-05,5.03E-08
-0.3655,-0.000312449,-6.65E-07
-0.36525,2.36E-05,5.03E-08
-0.365,2.36E-05,5.03E-08
-0.36475,2.36E-05,5.03E-08
-0.3645,2.36E-05,5.03E-08
-0.36425,2.36E-05,5.03E-08
-0.364,2.36E-05,5.03E-08
-0.36375,2.36E-05,5.03E-08
-0.3635,2.36E-05,5.03E-08
-0.36325,2.36E-05,5.03E-08
-0.363,2.36E-05,5.03E-08
-0.36275,2.36E-05,5.03E-08
-0.3625,2.36E-05,5.03E-08
-0.36225,2.36E-05,5.03E-08
-0.362,2.36E-05,5.03E-08
-0.36175,2.36E-05,5.03E-08
-0.3615,2.36E-05,5.03E-08
-0.36125,2.36E-05,5.03E-08
-0.361,2.36E-05,5.03E-08
-0.36075,2.36E-05,5.03E-08
-0.3605,2.36E-05,5.03E-08
-0.36025,2.36E-05,5.03E-08
-0.36,2.36E-05,5.03E-08
-0.35975,2.36E-05,5.03E-08
-0.3595,2.36E-05,5.03E-08
-0.35925,2.36E-05,5.03E-08
-0.359,2.36E-05,5.03E-08
-0.35875,2.36E-05,5.03E-08
-0.3585,2.36E-05,5.03E-08
-0.35825,2.36E-05,5.03E-08
-0.358,2.36E-05,5.03E-08
-0.35775,2.36E-05,5.03E-08
-0.3575,2.36E-05,5.03E-08
-0.35725,2.36E-05,5.03E-08
-0.357,2.36E-05,5.03E-08
-0.35675,2.36E-05,5.03E-08
-0.3565,2.36E-05,5.03E-08
-0.35625,2.36E-05,5.03E-08
-0.356,2.36E-05,5.03E-08
-0.35575,2.36E-05,5.03E-08
-0.3555,2.36E-05,5.03E-08
-0.35525,2.36E-05,5.03E-08
-0.355,2.36E-05,5.03E-08
-0.35475,2.36E-05,5.03E-08
-0.3545,2.36E-05,5.03E-08
-0.35425,2.36E-05,5.03E-08
-0.354,2.36E-05,5.03E-08
-0.35375,2.36E-05,5.03E-08
-0.3535,2.36E-05,5.03E-08
-0.35325,2.36E-05,5.03E-08
-0.353,2.36E-05,5.03E-08
-0.35275,2.36E-05,5.03E-08
-0.3525,2.36E-05,5.03E-08
-0.35225,2.36E-05,5.03E-08
-0.352,2.36E-05,5.03E-08
-0.35175,2.36E-05,5.03E-08
-0.3515,2.36E-05,5.03E-08
-0.35125,2.36E-05,5.03E-08
-0.351,2.36E-05,5.03E-08
-0.35075,2.36E-05,5.03E-08
-0.3505,2.36E-05,5.03E-08
-0.35025,2.36E-05,5.03E-08
-0.35,2.36E-05,5.03E-08
-0.34975,2.36E-05,5.03E-08
-0.3495,2.36E-05,5.03E-08
-0.34925,2.36E-05,5.03E-08
-0.349,2.36E-05,5.03E-08
-0.34875,2.36E-05,5.03E-08
-0.3485,2.36E-05,5.03E-08
-0.34825,2.36E-05,5.03E-08
-0.348,2.36E-05,5.03E-08
-0.34775,2.36E-05,5.03E-08
-0.3475,2.36E-05,5.03E-08
-0.34725,2.36E-05,5.03E-08
-0.347,2.36E-05,5.03E-08
-0.34675,2.36E-05,5.03E-08
-0.3465,2.36E-05,5.03E-08
-0.34625,2.36E-05,5.03E-08
-0.346,2.36E-05,5.03E-08
-0.34575,2.36E-05,5.03E-08
-0.3455,2.36E-05,5.03E-08
-0.34525,2.36E-05,5.03E-08
-0.345,2.36E-05,5.03E-08
-0.34475,2.36E-05,5.03E-08
-0.3445,2.36E-05,5.03E-08
-0.34425,2.36E-05,5.03E-08
-0.344,2.36E-05,5.03E-08
-0.34375,2.36E-05,5.03E-08
-0.3435,2.36E-05,5.03E-08
-0.34325,2.36E-05,5.03E-08
-0.343,2.36E-05,5.03E-08
-0.34275,2.36E-05,5.03E-08
-0.3425,2.36E-05,5.03E-08
-0.34225,2.36E-05,5.03E-08
-0.342,2.36E-05,5.03E-08
-0.34175,2.36E-05,5.03E-08
-0.3415,2.36E-05,5.03E-08
-0.34125,2.36E-05,5.03E-08
-0.341,2.36E-05,5.03E-08
-0.34075,2.36E-05,5.03E-08
-0.3405,2.36E-05,5.03E-08
-0.34025,2.36E-05,5.03E-08
-0.34,2.36E-05,5.03E-08
-0.33975,2.36E-05,5.03E-08
-0.3395,2.36E-05,5.03E-08
-0.33925,2.36E-05,5.03E-08
-0.339,2.36E-05,5.03E-08
-0.33875,2.36E-05,5.03E-08
-0.3385,2.36E-05,5.03E-08
-0.33825,2.36E-05,5.03E-08
-0.338,0.000359735,7.65E-07
-0.33775,2.36E-05,5.03E-08
-0.3375,2.36E-05,5.03E-08
-0.33725,2.36E-05,5.03E-08
-0.337,2.36E-05,5.03E-08
-0.33675,2.36E-05,5.03E-08
-0.3365,2.36E-05,5.03E-08
-0.33625,2.36E-05,5.03E-08
-0.336,0.000359735,7.65E-07
-0.33575,2.36E-05,5.03E-08
-0.3355,2.36E-05,5.03E-08
-0.33525,2.36E-05,5.03E-08
-0.335,2.36E-05,5.03E-08
-0.33475,2.36E-05,5.03E-08
-0.3345,0.000359735,7.65E-07
-0.33425,2.36E-05,5.03E-08
-0.334,0.000359735,7.65E-07
-0.33375,2.36E-05,5.03E-08
-0.3335,2.36E-05,5.03E-08
-0.33325,0.000359735,7.65E-07
-0.333,2.36E-05,5.03E-08
-0.33275,2.36E-05,5.03E-08
-0.3325,2.36E-05,5.03E-08
-0.33225,2.36E-05,5.03E-08
-0.332,2.36E-05,5.03E-08
-0.33175,2.36E-05,5.03E-08
-0.3315,2.36E-05,5.03E-08
-0.33125,0.000359735,7.65E-07
-0.331,2.36E-05,5.03E-08
-0.33075,0.000359735,7.65E-07
-0.3305,2.36E-05,5.03E-08
-0.33025,2.36E-05,5.03E-08
-0.33,0.000359735,7.65E-07
-0.32975,0.000359735,7.65E-07
-0.3295,0.000359735,7.65E-07
-0.32925,0.000359735,7.65E-07
-0.329,0.000359735,7.65E-07
-0.32875,0.000359735,7.65E-07
-0.3285,0.000359735,7.65E-07
-0.32825,2.36E-05,5.03E-08
-0.328,0.000359735,7.65E-07
-0.32775,0.000359735,7.65E-07
-0.3275,0.000359735,7.65E-07
-0.32725,0.000359735,7.65E-07
-0.327,0.000359735,7.65E-07
-0.32675,0.000359735,7.65E-07
-0.3265,0.000359735,7.65E-07
-0.32625,0.000359735,7.65E-07
-0.326,0.000359735,7.65E-07
-0.32575,0.000359735,7.65E-07
-0.3255,0.000359735,7.65E-07
-0.32525,0.000359735,7.65E-07
-0.325,0.000359735,7.65E-07
-0.32475,0.000359735,7.65E-07
-0.3245,0.000359735,7.65E-07
-0.32425,0.000359735,7.65E-07
-0.324,0.000359735,7.65E-07
-0.32375,0.000359735,7.65E-07
-0.3235,0.000359735,7.65E-07
-0.32325,0.000359735,7.65E-07
-0.323,0.000359735,7.65E-07
-0.32275,0.000359735,7.65E-07
-0.3225,0.000359735,7.65E-07
-0.32225,0.000695827,1.48E-06
-0.322,0.000359735,7.65E-07
-0.32175,0.000359735,7.65E-07
-0.3215,0.000359735,7.65E-07
-0.32125,0.000359735,7.65E-07
-0.321,0.000359735,7.65E-07
-0.32075,0.000359735,7.65E-07
-0.3205,0.000695827,1.48E-06
-0.32025,0.000695827,1.48E-06
-0.32,0.000359735,7.65E-07
-0.31975,0.000695827,1.48E-06
-0.3195,0.000695827,1.48E-06
-0.31925,0.000359735,7.65E-07
-0.319,0.000359735,7.65E-07
-0.31875,0.000359735,7.65E-07
-0.3185,0.000359735,7.65E-07
-0.31825,0.000695827,1.48E-06
-0.318,0.000359735,7.65E-07
-0.31775,0.000695827,1.48E-06
-0.3175,0.000359735,7.65E-07
-0.31725,0.000695827,1.48E-06
-0.317,0.000695827,1.48E-06
-0.31675,0.000695827,1.48E-06
-0.3165,0.000695827,1.48E-06
-0.31625,0.000695827,1.48E-06
-0.316,0.000695827,1.48E-06
-0.31575,0.000695827,1.48E-06
-0.3155,0.000695827,1.48E-06
-0.31525,0.000695827,1.48E-06
-0.315,0.000695827,1.48E-06
-0.31475,0.000695827,1.48E-06
-0.3145,0.000695827,1.48E-06
-0.31425,0.000695827,1.48E-06
-0.314,0.000695827,1.48E-06
-0.31375,0.000695827,1.48E-06
-0.3135,0.000695827,1.48E-06
-0.31325,0.000695827,1.48E-06
-0.313,0.000695827,1.48E-06
-0.31275,0.000695827,1.48E-06
-0.3125,0.000695827,1.48E-06
-0.31225,0.000695827,1.48E-06
-0.312,0.000695827,1.48E-06
-0.31175,0.00103192,2.20E-06
-0.3115,0.00103192,2.20E-06
-0.31125,0.00103192,2.20E-06
-0.311,0.00103192,2.20E-06
-0.31075,0.00103192,2.20E-06
-0.3105,0.00103192,2.20E-06
-0.31025,0.00103192,2.20E-06
-0.31,0.00103192,2.20E-06
-0.30975,0.00103192,2.20E-06
-0.3095,0.00103192,2.20E-06
-0.30925,0.00103192,2.20E-06
-0.309,0.00103192,2.20E-06
-0.30875,0.00103192,2.20E-06
-0.3085,0.00103192,2.20E-06
-0.30825,0.00103192,2.20E-06
-0.308,0.00136801,2.91E-06
-0.30775,0.00136801,2.91E-06
-0.3075,0.00136801,2.91E-06
-0.30725,0.00136801,2.91E-06
-0.307,0.00136801,2.91E-06
-0.30675,0.00136801,2.91E-06
-0.3065,0.00136801,2.91E-06
-0.30625,0.00136801,2.91E-06
-0.306,0.00136801,2.91E-06
-0.30575,0.00136801,2.91E-06
-0.3055,0.00136801,2.91E-06
-0.30525,0.00136801,2.91E-06
-0.305,0.00136801,2.91E-06
-0.30475,0.00136801,2.91E-06
-0.3045,0.0017041,3.63E-06
-0.30425,0.00136801,2.91E-06
-0.304,0.0017041,3.63E-06
-0.30375,0.0017041,3.63E-06
-0.3035,0.0017041,3.63E-06
-0.30325,0.0017041,3.63E-06
-0.303,0.0017041,3.63E-06
-0.30275,0.0017041,3.63E-06
-0.3025,0.0020402,4.34E-06
-0.30225,0.0020402,4.34E-06
-0.302,0.0020402,4.34E-06
-0.30175,0.0020402,4.34E-06
-0.3015,0.0020402,4.34E-06
-0.30125,0.0020402,4.34E-06
-0.301,0.00237629,5.06E-06
-0.30075,0.00237629,5.06E-06
-0.3005,0.00237629,5.06E-06
-0.30025,0.00237629,5.06E-06
-0.3,0.00271238,5.77E-06
-0.29975,0.00271238,5.77E-06
-0.2995,0.00271238,5.77E-06
-0.29925,0.00271238,5.77E-06
-0.299,0.00304847,6.49E-06
-0.29875,0.00304847,6.49E-06
-0.2985,0.00304847,6.49E-06
-0.29825,0.00338456,7.20E-06
-0.298,0.00372066,7.92E-06
-0.29775,0.00372066,7.92E-06
-0.2975,0.00405675,8.63E-06
-0.29725,0.00472893,1.01E-05
-0.297,0.00573721,1.22E-05
-0.29675,0.108917,0.000231739
-0.2965,1.29431,0.00275386
-0.29625,1.28994,0.00274456
-0.296,1.28591,0.00273598
-0.29575,1.28188,0.0027274
-0.2955,1.27785,0.00271882
-0.29525,1.27415,0.00271095
-0.295,1.27045,0.00270309
-0.29475,1.26675,0.00269522
-0.2945,1.26306,0.00268736
-0.29425,1.25902,0.00267877
-0.294,1.25566,0.00267162
-0.29375,1.25163,0.00266304
-0.2935,1.24827,0.00265589
-0.29325,1.24457,0.00264803
-0.293,1.24088,0.00264016
-0.29275,1.23718,0.00263229
-0.2925,1.23348,0.00262443
-0.29225,1.23012,0.00261728
-0.292,1.22642,0.00260941
-0.29175,1.22273,0.00260155
-0.2915,1.21903,0.00259368
-0.29125,1.21567,0.00258653
-0.291,1.21197,0.00257866
-0.29075,1.20861,0.00257151
-0.2905,1.20491,0.00256365
-0.29025,1.20155,0.00255649
-0.29,1.19786,0.00254863
-0.28975,1.19449,0.00254148
-0.2895,1.1908,0.00253361
-0.28925,1.18744,0.00252646
-0.289,1.18408,0.00251931
-0.28875,1.18071,0.00251216
-0.2885,1.17702,0.00250429
-0.28825,1.17366,0.00249714
-0.288,1.1703,0.00248999
-0.28775,1.16693,0.00248284
-0.2875,1.16357,0.00247569
-0.28725,1.16021,0.00246854
-0.287,1.15652,0.00246067
-0.28675,1.15316,0.00245352
-0.2865,1.14979,0.00244637
-0.28625,1.14643,0.00243922
-0.286,1.14341,0.00243278
-0.28575,1.14005,0.00242563
-0.2855,1.13635,0.00241777
-0.28525,1.13299,0.00241062
-0.285,1.12963,0.00240347
-0.28475,1.12627,0.00239631
-0.2845,1.12324,0.00238988
-0.28425,1.11988,0.00238273
-0.284,1.11652,0.00237558
-0.28375,1.11316,0.00236843
-0.2835,1.1098,0.00236128
-0.28325,1.10677,0.00235484
-0.283,1.10341,0.00234769
-0.28275,1.10005,0.00234054
-0.2825,1.09669,0.00233339
-0.28225,1.09367,0.00232695
-0.282,1.09031,0.0023198
-0.28175,1.08728,0.00231336
-0.2815,1.08392,0.00230621
-0.28125,1.0809,0.00229978
-0.281,1.07753,0.00229263
-0.28075,1.07417,0.00228548
-0.2805,1.07115,0.00227904
-0.28025,1.06779,0.00227189
-0.28,1.06476,0.00226545
-0.27975,1.0614,0.0022583
-0.2795,1.05838,0.00225187
-0.27925,1.05535,0.00224543
-0.279,1.05199,0.00223828
-0.27875,1.04897,0.00223184
-0.2785,1.04594,0.00222541
-0.27825,1.04258,0.00221826
-0.278,1.03956,0.00221182
-0.27775,1.03653,0.00220539
-0.2775,1.03351,0.00219895
-0.27725,1.03015,0.0021918
-0.277,1.02712,0.00218536
-0.27675,1.0241,0.00217893
-0.2765,1.02073,0.00217178
-0.27625,1.01771,0.00216534
-0.276,1.01469,0.0021589
-0.27575,1.01166,0.00215247
-0.2755,1.00864,0.00214603
-0.27525,1.00561,0.0021396
-0.275,1.00259,0.00213316
-0.27475,0.999561,0.00212673
-0.2745,0.996536,0.00212029
-0.27425,0.993175,0.00211314
-0.274,0.990487,0.00210742
-0.27375,0.987462,0.00210098
-0.2735,0.984101,0.00209383
-0.27325,0.981412,0.00208811
-0.273,0.978387,0.00208168
-0.27275,0.975363,0.00207524
-0.2725,0.972338,0.0020688
-0.27225,0.969313,0.00206237
-0.272,0.966288,0.00205593
-0.27175,0.963599,0.00205021
-0.2715,0.960575,0.00204378
-0.27125,0.95755,0.00203734
-0.271,0.954525,0.0020309
-0.27075,0.9515,0.00202447
-0.2705,0.948811,0.00201875
-0.27025,0.945786,0.00201231
-0.27,0.942762,0.00200588
-0.26975,0.939737,0.00199944
-0.2695,0.936712,0.001993
-0.26925,0.933687,0.00198657
-0.269,0.930998,0.00198085
-0.26875,0.92831,0.00197513
-0.2685,0.925285,0.00196869
-0.26825,0.92226,0.00196226
-0.268,0.919235,0.00195582
-0.26775,0.916546,0.0019501
-0.2675,0.913522,0.00194366
-0.26725,0.910497,0.00193723
-0.267,0.907808,0.00193151
-0.26675,0.905119,0.00192579
-0.2665,0.902095,0.00191935
-0.26625,0.89907,0.00191291
-0.266,0.896381,0.00190719
-0.26575,0.893356,0.00190076
-0.2655,0.890667,0.00189504
-0.26525,0.887979,0.00188932
-0.265,0.884954,0.00188288
-0.26475,0.881929,0.00187644
-0.2645,0.87924,0.00187072
-0.26425,0.876215,0.00186429
-0.264,0.873527,0.00185857
-0.26375,0.870502,0.00185213
-0.2635,0.867813,0.00184641
-0.26325,0.864788,0.00183998
-0.263,0.862436,0.00183497
-0.26275,0.859411,0.00182853
-0.2625,0.856386,0.0018221
-0.26225,0.853697,0.00181638
-0.262,0.851009,0.00181066
-0.26175,0.847984,0.00180422
-0.2615,0.845295,0.0017985
-0.26125,0.842942,0.00179349
-0.261,0.839918,0.00178706
-0.26075,0.837229,0.00178134
-0.2605,0.834204,0.0017749
-0.26025,0.831515,0.00176918
-0.26,0.828826,0.00176346
-0.25975,0.826138,0.00175774
-0.2595,0.823449,0.00175202
-0.25925,0.82076,0.0017463
-0.259,0.817735,0.00173986
-0.25875,0.815047,0.00173414
-0.2585,0.812358,0.00172842
-0.25825,0.809669,0.0017227
-0.258,0.80698,0.00171698
-0.25775,0.804292,0.00171126
-0.2575,0.801603,0.00170554
-0.25725,0.798914,0.00169982
-0.257,0.796226,0.0016941
-0.25675,0.793537,0.00168838
-0.2565,0.790512,0.00168194
-0.25625,0.788159,0.00167693
-0.256,0.785471,0.00167121
-0.25575,0.782782,0.00166549
-0.2555,0.779757,0.00165906
-0.25525,0.777404,0.00165405
-0.255,0.774716,0.00164833
-0.25475,0.772027,0.00164261
-0.2545,0.769002,0.00163617
-0.25425,0.766313,0.00163045
-0.254,0.763961,0.00162545
-0.25375,0.761272,0.00161973
-0.2535,0.758583,0.00161401
-0.25325,0.755895,0.00160829
-0.253,0.753206,0.00160257
-0.25275,0.750517,0.00159684
-0.2525,0.747828,0.00159112
-0.25225,0.74514,0.0015854
-0.252,0.742451,0.00157968
-0.25175,0.739762,0.00157396
-0.2515,0.737409,0.00156896
-0.25125,0.734721,0.00156324
-0.251,0.732032,0.00155751
-0.25075,0.729343,0.00155179
-0.2505,0.726655,0.00154607
-0.25025,0.723966,0.00154035
-0.25,0.721277,0.00153463
-0.24975,0.718924,0.00152963
-0.2495,0.716236,0.00152391
-0.24925,0.713883,0.0015189
-0.249,0.711194,0.00151318
-0.24875,0.708506,0.00150746
-0.2485,0.705817,0.00150174
-0.24825,0.703128,0.00149602
-0.248,0.700439,0.0014903
-0.24775,0.697751,0.00148458
-0.2475,0.695062,0.00147886
-0.24725,0.692709,0.00147385
-0.247,0.69002,0.00146813
-0.24675,0.687332,0.00146241
-0.2465,0.684643,0.00145669
-0.24625,0.681954,0.00145097
-0.246,0.679266,0.00144525
-0.24575,0.676913,0.00144024
-0.2455,0.674224,0.00143452
-0.24525,0.671872,0.00142951
-0.245,0.669183,0.00142379
-0.24475,0.66683,0.00141879
-0.2445,0.664141,0.00141307
-0.24425,0.661453,0.00140735
-0.244,0.658764,0.00140163
-0.24375,0.656075,0.0013959
-0.2435,0.653386,0.00139018
-0.24325,0.650698,0.00138446
-0.243,0.648345,0.00137946
-0.24275,0.645656,0.00137374
-0.2425,0.642968,0.00136802
-0.24225,0.640615,0.00136301
-0.242,0.637926,0.00135729
-0.24175,0.635237,0.00135157
-0.2415,0.632549,0.00134585
-0.24125,0.630196,0.00134084
-0.241,0.627507,0.00133512
-0.24075,0.625155,0.00133012
-0.2405,0.622466,0.0013244
-0.24025,0.619777,0.00131868
-0.24,0.617089,0.00131295
-0.23975,0.6144,0.00130723
-0.2395,0.611711,0.00130151
-0.23925,0.609022,0.00129579
-0.239,0.606334,0.00129007
-0.23875,0.603645,0.00128435
-0.2385,0.600956,0.00127863
-0.23825,0.598603,0.00127362
-0.238,0.595579,0.00126719
-0.23775,0.59289,0.00126147
-0.2375,0.590537,0.00125646
-0.23725,0.587849,0.00125074
-0.237,0.58516,0.00124502
-0.23675,0.582471,0.0012393
-0.2365,0.580118,0.00123429
-0.23625,0.57743,0.00122857
-0.236,0.574405,0.00122214
-0.23575,0.571716,0.00121642
-0.2355,0.569027,0.0012107
-0.23525,0.566339,0.00120498
-0.235,0.56365,0.00119926
-0.23475,0.560961,0.00119353
-0.2345,0.558272,0.00118781
-0.23425,0.555248,0.00118138
-0.234,0.552559,0.00117566
-0.23375,0.549534,0.00116922
-0.2335,0.547181,0.00116422
-0.23325,0.544157,0.00115778
-0.233,0.541468,0.00115206
-0.23275,0.538443,0.00114562
-0.2325,0.535754,0.0011399
-0.23225,0.532729,0.00113347
-0.232,0.529705,0.00112703
-0.23175,0.527016,0.00112131
-0.2315,0.523991,0.00111487
